exp_id,timestamp,domain,status,embedder,chunk_config,gen_model,judge_model,retrieval,rerank,context_order,k_retrieve,k_final,seed,n_examples,context_relevance,context_utilization,completeness,adherence,ref_context_relevance,ref_context_utilization,ref_completeness,ref_adherence,context_relevance_rmse,context_utilization_rmse,completeness_rmse,adherence_rmse,context_relevance_mae,context_utilization_mae,completeness_mae,adherence_mae,adherence_auroc,adherence_accuracy,adherence_pos_rate,n_gold_adherence,judge_used,runtime_sec
LEG-064,2026-08-05T07:16:23+00:00,legal,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,12,5,42,25,0.2307,0.2408,0.3147,0.8667,0.0756,0.0194,0.7466,0.92,0.3651,0.286,0.6325,0.3651,0.2478,0.2222,0.5251,0.1867,0.5978,0.84,0.92,25,0.24,415.8
LEG-065,2026-08-05T07:25:08+00:00,legal,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,12,5,42,25,0.172,0.1844,0.2128,0.9133,0.0756,0.0194,0.7466,0.92,0.2978,0.1996,0.6988,0.335,0.1971,0.1679,0.611,0.14,0.663,0.88,0.92,25,0.48,521.1
LEG-066,2026-08-05T07:31:13+00:00,legal,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,12,5,42,25,0.2333,0.2354,0.3689,0.8667,0.0756,0.0194,0.7466,0.92,0.3812,0.2774,0.6434,0.4,0.2602,0.2162,0.5148,0.2133,0.3478,0.84,0.92,25,0.24,362.5
LEG-067,2026-08-05T07:38:25+00:00,legal,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,12,5,42,25,0.186,0.2859,0.3101,0.92,0.0756,0.0194,0.7466,0.92,0.3166,0.3007,0.6058,0.3399,0.208,0.2678,0.4872,0.16,0.3913,0.88,0.92,25,0.08,428.5
LEG-068,2026-08-05T07:47:39+00:00,legal,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,12,5,42,25,0.146,0.1985,0.3773,0.87,0.0756,0.0194,0.7466,0.92,0.2789,0.2183,0.6424,0.4193,0.1718,0.1814,0.5142,0.21,0.3696,0.84,0.92,25,0.4,550.9
LEG-069,2026-08-05T07:53:51+00:00,legal,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,12,5,42,25,0.1966,0.2912,0.3461,0.88,0.0756,0.0194,0.7466,0.92,0.3237,0.3015,0.5757,0.3944,0.2187,0.2718,0.4512,0.2,0.3696,0.84,0.92,25,0.12,368.8
LEG-070,2026-08-05T07:57:43+00:00,legal,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,12,5,42,25,0.1846,0.2257,0.3633,0.88,0.0756,0.0194,0.7466,0.92,0.3315,0.2889,0.6966,0.3944,0.2092,0.2165,0.5884,0.2,0.3696,0.84,0.92,25,0.4,229.1
LEG-071,2026-08-05T08:03:45+00:00,legal,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,12,5,42,25,0.1926,0.2015,0.3013,0.88,0.0756,0.0194,0.7466,0.92,0.3233,0.2377,0.6659,0.359,0.2116,0.1902,0.5356,0.1733,0.6196,0.84,0.92,25,0.44,358.1
LEG-072,2026-08-05T08:08:53+00:00,legal,done,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,12,5,42,25,0.1819,0.2124,0.3233,0.9067,0.0756,0.0194,0.7466,0.92,0.3292,0.2818,0.6778,0.3464,0.2121,0.2063,0.5625,0.1733,0.3696,0.88,0.92,25,0.4,305.3
LEG-073,2026-08-05T08:18:03+00:00,legal,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,12,5,42,25,0.2002,0.2902,0.3496,0.864,0.0756,0.0194,0.7466,0.92,0.3187,0.2994,0.5879,0.3816,0.2186,0.2713,0.4838,0.216,0.2609,0.88,0.92,25,0.04,540.9
LEG-074,2026-08-05T08:26:45+00:00,legal,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,12,5,42,25,0.1826,0.2316,0.3932,0.8,0.0756,0.0194,0.7466,0.92,0.3017,0.2599,0.5481,0.4817,0.201,0.2172,0.4237,0.264,0.5326,0.76,0.92,25,0.08,519.3
LEG-075,2026-08-05T08:33:11+00:00,legal,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,12,5,42,25,0.1799,0.2731,0.3696,0.864,0.0756,0.0194,0.7466,0.92,0.2953,0.2855,0.5793,0.3816,0.1983,0.2542,0.4638,0.216,0.2609,0.88,0.92,25,0.16,382.7
LEG-076,2026-08-05T08:39:47+00:00,legal,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,12,5,42,25,0.1954,0.2416,0.4921,0.872,0.0756,0.0194,0.7466,0.92,0.3434,0.2762,0.564,0.3187,0.2346,0.2271,0.4348,0.128,0.6957,0.92,0.92,25,0.4,393.2
LEG-077,2026-08-05T08:46:50+00:00,legal,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,12,5,42,25,0.1945,0.2094,0.4995,0.8967,0.0756,0.0194,0.7466,0.92,0.3362,0.2523,0.5075,0.3449,0.2306,0.1945,0.3554,0.1673,0.5652,0.88,0.92,25,0.32,418.9
LEG-078,2026-08-05T08:51:56+00:00,legal,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,12,5,42,25,0.2079,0.2601,0.6255,0.936,0.0756,0.0194,0.7466,0.92,0.3414,0.2888,0.5053,0.3533,0.244,0.2449,0.3633,0.144,0.413,0.88,0.92,25,0.4,303.6
LEG-079,2026-08-05T08:59:16+00:00,legal,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,12,5,42,25,0.2055,0.3205,0.4134,0.908,0.0756,0.0194,0.7466,0.92,0.3358,0.3366,0.5926,0.3376,0.2389,0.3046,0.4656,0.172,0.3261,0.88,0.92,25,0.12,436.0
LEG-080,2026-08-05T09:08:22+00:00,legal,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,12,5,42,25,0.1623,0.2395,0.4892,0.792,0.0756,0.0194,0.7466,0.92,0.3028,0.2699,0.5325,0.4773,0.1928,0.2209,0.3879,0.288,0.2609,0.8,0.92,25,0.16,542.8
LEG-081,2026-08-05T16:48:08+00:00,legal,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,12,5,42,25,0.1634,0.2712,0.4528,0.918,0.0756,0.0194,0.7466,0.92,0.3026,0.3016,0.517,0.3312,0.1951,0.2543,0.3817,0.162,0.3478,0.88,0.92,25,0.28,395.7
LEG-082,2026-08-05T16:51:08+00:00,legal,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,12,5,42,25,0.121,0.0735,0.464,0.88,0.0756,0.0194,0.7466,0.92,0.2638,0.0979,0.6905,0.4243,0.156,0.0645,0.5706,0.2,0.413,0.84,0.92,25,0.84,176.6
LEG-083,2026-08-05T16:54:52+00:00,legal,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,12,5,42,25,0.1162,0.1165,0.5653,0.8133,0.0756,0.0194,0.7466,0.92,0.2562,0.1672,0.5907,0.4989,0.1512,0.1053,0.4426,0.2667,0.3696,0.76,0.92,25,0.76,220.8
LEG-084,2026-08-05T16:56:46+00:00,legal,done,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,12,5,42,25,0.1263,0.0856,0.4394,0.812,0.0756,0.0194,0.7466,0.92,0.2611,0.126,0.6893,0.5016,0.1613,0.0766,0.5752,0.268,0.3696,0.76,0.92,25,0.84,110.6
LEG-085,2026-08-05T17:02:14+00:00,legal,done,all-MiniLM-L6-v2,clause,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,12,5,42,25,0.2453,0.2773,0.43,0.78,0.0756,0.0194,0.7466,0.92,0.459,0.4425,0.619,0.5339,0.2972,0.2748,0.4544,0.3,0.3478,0.72,0.92,25,1.0,220.6
LEG-086,2026-08-05T17:05:49+00:00,legal,done,all-MiniLM-L6-v2,clause,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,12,5,42,25,0.2453,0.3013,0.52,0.7453,0.0756,0.0194,0.7466,0.92,0.4305,0.4588,0.5529,0.5482,0.2947,0.2981,0.3844,0.3347,0.3043,0.72,0.92,25,0.96,212.4
LEG-087,2026-08-05T17:08:51+00:00,legal,done,all-MiniLM-L6-v2,clause,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,12,5,42,25,0.2933,0.3333,0.54,0.7867,0.0756,0.0194,0.7466,0.92,0.4762,0.4938,0.548,0.5333,0.333,0.3233,0.389,0.2933,0.3696,0.72,0.92,25,1.0,178.2
LEG-088,2026-08-05T17:11:52+00:00,legal,done,all-MiniLM-L6-v2,clause,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,12,5,42,25,0.2533,0.2213,0.55,0.8026,0.0756,0.0194,0.7466,0.92,0.4301,0.3452,0.5365,0.5005,0.2929,0.2131,0.359,0.2774,0.3261,0.76,0.92,25,0.96,178.0
LEG-089,2026-08-05T17:13:53+00:00,legal,done,all-MiniLM-L6-v2,clause,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,12,5,42,25,0.2693,0.2373,0.4267,0.7537,0.0756,0.0194,0.7466,0.92,0.4446,0.3671,0.6336,0.5437,0.3089,0.2291,0.4757,0.3263,0.3043,0.72,0.92,25,0.92,118.0
LEG-090,2026-08-05T17:15:55+00:00,legal,done,all-MiniLM-L6-v2,clause,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,12,5,42,25,0.2773,0.2533,0.56,0.7586,0.0756,0.0194,0.7466,0.92,0.4603,0.3959,0.5388,0.5423,0.3169,0.2451,0.369,0.3214,0.3043,0.72,0.92,25,0.96,118.8
LEG-091,2026-08-05T17:19:33+00:00,legal,done,all-MiniLM-L6-v2,clause,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,12,5,42,25,0.3013,0.2693,0.45,0.832,0.0756,0.0194,0.7466,0.92,0.4862,0.4328,0.5897,0.4915,0.3415,0.2605,0.4277,0.248,0.3913,0.76,0.92,25,1.0,214.5
LEG-092,2026-08-05T17:22:31+00:00,legal,done,all-MiniLM-L6-v2,clause,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,12,5,42,25,0.2773,0.2373,0.44,0.8233,0.0756,0.0194,0.7466,0.92,0.4452,0.3713,0.6194,0.4705,0.3175,0.2303,0.4623,0.2567,0.3478,0.8,0.92,25,0.96,174.1
LEG-093,2026-08-05T17:27:38+00:00,legal,done,all-MiniLM-L6-v2,clause,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,12,5,42,25,0.2613,0.2133,0.43,0.8267,0.0756,0.0194,0.7466,0.92,0.4331,0.3335,0.62,0.4944,0.3015,0.2038,0.4744,0.2533,0.3913,0.76,0.92,25,0.96,304.6
LEG-094,2026-08-05T17:31:05+00:00,legal,done,all-MiniLM-L6-v2,clause,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,12,5,42,25,0.2453,0.2293,0.61,0.7584,0.0756,0.0194,0.7466,0.92,0.36,0.3051,0.5215,0.4907,0.2538,0.2163,0.3531,0.3083,0.4348,0.72,0.92,25,0.84,203.5
LEG-095,2026-08-05T17:35:26+00:00,legal,done,all-MiniLM-L6-v2,clause,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,12,5,42,25,0.2133,0.2613,0.3,0.8296,0.0756,0.0194,0.7466,0.92,0.3298,0.3314,0.7543,0.4142,0.2344,0.2514,0.6503,0.2354,0.6196,0.84,0.92,25,0.76,257.2
LEG-096,2026-08-05T17:39:12+00:00,legal,done,all-MiniLM-L6-v2,clause,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,12,5,42,25,0.2533,0.2693,0.5133,0.7277,0.0756,0.0194,0.7466,0.92,0.3835,0.3636,0.6154,0.5032,0.2624,0.2561,0.4718,0.339,0.3696,0.72,0.92,25,0.72,223.2
LEG-025,2026-08-06T23:24:08+00:00,legal,done,legal-bert-base-uncased,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,12,5,42,200,0.0654,0.045,0.3104,0.8825,0.0986,0.046,0.7567,0.905,0.2651,0.1346,0.6911,0.3493,0.1319,0.0726,0.5611,0.1408,0.6524,0.88,0.905,200,0.99,6531.9
LEG-028,2026-08-07T21:25:46+00:00,legal,done,legal-bert-base-uncased,sliding_5o2,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,12,5,42,200,0.0806,0.0676,0.362,0.8786,0.0986,0.046,0.7567,0.905,0.2669,0.1745,0.6676,0.3926,0.1417,0.0895,0.5364,0.1734,0.5554,0.845,0.905,200,0.99,7528.9
