id,model,ability,noise_ratio,query,model_response,accuracy
11,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the Spanish Super Cup 2022?,"Real Madrid won the Spanish Super Cup 2022. They defeated Athletic Bilbao 2-0 in the final, which was played on January 16, 2022, at the King Fahd International Stadium in Riyadh, Saudi Arabia. This was their 12th Supercopa de España title.",1
12,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,How much is Microsoft acquiring Activision Blizzard for?,"Microsoft is acquiring Activision Blizzard for $68.7 billion, which equates to $95.00 per share.",1
13,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the price for a 30-second spot during the Super Bowl 2022?,"According to multiple documents (Documents 1, 3, 4, and 5), the price for a 30-second spot during the Super Bowl 2022 was $6.5 million.",1
14,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When is the Sports Star of the Year Awards Show 2022?,"The Seattle Sports Star of the Year Awards Show 2022 was held on May 26, 2022.",1
15,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"The recipients of the 2022 Ivan Allen Jr. Prize for Social Courage are Ford Greene, Ralph Long Jr., Lawrence Williams, and Ronald Yancey. They were Georgia Tech's first Black students and first Black graduate, who began classes in 1961 and paved the way for future generations of Black students at the university.",1
16,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the codename for Google's AR headset project?,Project Iris.,1
17,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the name of Meta's AI supercomputer?,The name of Meta's AI supercomputer is the AI Research SuperCluster (RSC).,1
18,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When will American students start taking digital SAT exams?,"According to the documents, American students, specifically U.S. students, will begin taking the digital SAT in Spring 2024. This is stated in Documents 1, 2, and 3. Document 1 mentions that schools and testing centers in the U.S. will offer the first digital SAT test in the spring of 2024. Document 2 also confirms that US students will begin taking the digital SAT in Spring 2024. Additionally, Document 3 states that SAT School Day will be administered digitally starting in the spring of 2024.",1
19,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games begin on Friday, March 4.",1
20,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Super Bowl 2022 date,"The Super Bowl 2022 date is Sunday, February 13, 2022.",1
21,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the 2022 Nobel Prize for chemistry?,"Carolyn R. Bertozzi of Stanford University, Morten Meldal of the University of Copenhagen, and K. Barry Sharpless of Scripps Research.",1
22,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the Super Bowl 2022?,"The Los Angeles Rams won the Super Bowl 2022, defeating the Cincinnati Bengals 23-20.",1
23,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won women's 500m speed skating at the 2022 Winter Olympics?,"Erin Jackson (USA) with a time of 37.04, she also became the first black female speedskater to win a gold medal at the Winter Olympics and the first U.S. athlete to win gold in this event since Lillehammer 1994.",1
24,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When was Lost Ark game release on Steam?,"The Lost Ark game was released on Steam on February 11, 2022. However, users who pre-purchased a Founder's Pack had early access starting February 8, 2022.",1
25,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"Jessie Diggins won two medals in the Beijing 2022 Olympic Games: 

1. A bronze medal in the individual sprint (on February 8, 2022)
2. A silver medal in the 30km mass start cross-country race (on the final day of competition)

These medals made her the most decorated U.S. cross-country skier of all time.",1
26,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the genre of The Endgame (TV show)?,The genre of The Endgame (TV show) is Crime drama · Thriller.,1
27,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When did Russia invade Ukraine?,"February 24, 2022.",1
28,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When was Elden Ring being released?,"Elden Ring was released on February 25, 2022, for PS4, PS5, Xbox One, Xbox Series X, and PC.",1
29,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who did Iga Swiatek defeat to win the Qatar Open 2022?,"Anett Kontaveit. 

According to Document 1 and Document 3, Iga Swiatek defeated Anett Kontaveit in the final of the Qatar Open to win the WTA 1000 event. Document 4 also mentions that Iga Swiatek overcame Anett Kontaveit to win her title in Doha, but it seems Doha and Qatar Open might be used interchangeably or be different events; however based on information available it seems Anett Kontaveit is correct answer.",1
30,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Which country won the most medals at the 2022 Winter Olympics?,Norway won the most medals at the 2022 Winter Olympics with 37 medals.,1
31,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the Male Vocalist of the Year at the 2022 CMA ?,Chris Stapleton.,1
32,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the ACC Tournament in 2022?,Virginia Tech Hokies won the tournament.,1
33,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What chip does the iPhone 14 have?,"The iPhone 14 has the A15 Bionic chip. Specifically, it has a 6-core CPU, 5-core GPU, and a 16-core Neural Engine. The iPhone 14 and iPhone 14 Plus use the same A15 chip found in the iPhone 13 Pro models, while the iPhone 14 Pro and iPhone 14 Pro Max have a faster A16 Bionic chip.",1
34,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When is Google I/O 2022 scheduled to take place?,"Google I/O 2022 is scheduled to take place on May 11 and May 12, 2022.",1
35,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,who will direct Irredeemable film?,Jeymes Samuel.,1
36,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the name of China's rover on Mars?,The name of China's rover on Mars is Zhurong (Chinese: 祝融号).,1
37,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who is being honored with the 2022 Warrior Award?,Shad Gaspard.,1
38,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the weight of the Surface Laptop SE?,"The weight of the Surface Laptop SE is 2.45 pounds (or 1,112.4 grams).",1
39,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who stars in The Lost City?,"Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, and Brad Pitt star in The Lost City.",1
40,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What happened at the Academy Awards involving Will Smith and Chris Rock?,"During the 94th Academy Awards on March 27, 2022, Will Smith walked onstage and slapped comedian Chris Rock across the face during Rock's presentation. The incident occurred after Rock made a joke about Smith's wife, Jada Pinkett Smith. Smith then shouted at Rock to ""keep my wife's name out your fucking mouth."" Minutes later, Smith won the Oscar for Best Actor for his performance in ""King Richard"". As a result of the incident, the Academy of Motion Picture Arts and Sciences barred Smith from attending any Academy events, including the Oscars, for 10 years, starting from April 8, 2022. Smith had resigned from the Academy on April 1, 2022, before the disciplinary actions were announced.",1
41,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When did Apple M2 chip?,"June 6, 2022.",1
42,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What film won the 2022 Academy Award for Best Picture?,CODA.,1
43,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When will the 94th Academy Awards be held?,"The 94th Academy Awards will be held on Sunday, March 27, 2022.",1
44,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When was A House Between the Earth and the Moon published?,"March 29, 2022.",1
45,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Which alnum won the Album of the Year GRAMMYs 2022,"Jon Batiste's album ""We Are"" won the Album of the Year GRAMMY in 2022.",1
46,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When is the final of the 2022 FIFA World Cup?,"The final of the 2022 FIFA World Cup was on December 18, 2022.",1
47,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,How many vehicles did Tesla deliver in the first quarter of 2022?,"310,048. 

This information is consistently reported across multiple documents: Document 2, Document 3, Document 4, and Document 5.",1
48,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who acquired Twitter?,Elon Musk acquired Twitter.,1
49,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,How much did Elon Musk bought Twitter?,Elon Musk bought Twitter for $44 billion.,1
50,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the 2022 Masters Tournament?,Scottie Scheffler won the 2022 Masters Tournament.,1
51,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the women's singles Australian Open 2022?,"Ashleigh Barty won the women's singles Australian Open 2022, defeating Danielle Collins in the final with a score of 6-3, 7-6(7-2).",1
52,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the women's singles Australian Open 2023?,"Aryna Sabalenka won the women's singles Australian Open 2023. She defeated Elena Rybakina with a score of 4-6, 6-3, 6-4.",1
53,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the men's singles Australian Open 2022?,"Rafael Nadal. He defeated Daniil Medvedev in the final, 2–6, 6–7(5–7), 6–4, 6–4, 7–5 to win the men's singles tennis title at the 2022 Australian Open.",1
54,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the men's singles Australian Open 2023?,Novak Djokovic (Serbia),1
55,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the women's singles French Open 2022?,"Iga Swiatek won the women's singles French Open 2022. She defeated Coco Gauff in the final with a score of 6-1, 6-3.",1
56,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the women's singles French Open 2023?,"Iga Swiatek won the French Open 2023 women’s singles title with a 6-2, 5-7, 6-4 win over Karolina Muchova in the final.",1
57,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who is the runner-up in the women's singles at the 2023 French Open?,Karolina Muchova.,1
58,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the men's singles French Open 2022?,"Rafael Nadal. He defeated Casper Ruud in the final, 6–3, 6–3, 6–0 to win the men's singles tennis title at the 2022 French Open.",1
59,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the men's singles French Open 2023?,"Novak Djokovic won the men's singles French Open 2023 by defeating Casper Ruud 7-6 (7-1), 6-3, 6-5 (or 7-5 in some reports) in the final.",1
60,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,who the women's singles wimbledon 2022?,Elena Rybakina.,1
61,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,who the women's singles wimbledon 2023?,Markéta Vondroušová.,1
62,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the men's singles wimbledon 2022?,Novak Djokovic. He defeated Nick Kyrgios in the final to win his 21st major title and seventh Wimbledon title.,1
63,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the men's singles wimbledon 2023?,"Carlos Alcaraz won the men's singles Wimbledon 2023 title, defeating Novak Djokovic in the final with a score of 1-6, 7-6(6), 6-1, 3-6, 6-4.",1
64,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,How many titles has Swiatek won in 2022 season?,"According to the documents, Iga Świątek won 8 titles in the 2022 season.",1
65,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,who the women's singles U.S. Open 2022?,"Iga Swiatek defeated Ons Jabeur 6-2, 7-6 [7-5] to win the women's singles U.S. Open 2022.",1
66,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the men's singles U.S. Open 2022?,"Carlos Alcaraz. He defeated Casper Ruud in the final, 6–4, 2–6, 7–6(7–1), 6–3.",1
67,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who is the new head coach of the Virginia Tech football team in 2022?,"Brent Pry. He was named the team's new head coach on November 30, 2021, and led the team during the 2022 NCAA Division I FBS football season.",1
68,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Where is Consensus 2022 taking place?,"Austin, Texas, US.",1
69,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When did the 148th Kentucky Derby take place?,"The 148th Kentucky Derby took place on Saturday, May 7, 2022.",1
70,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What was Tesla's revenue in Q1 2022?,"According to multiple documents (Document 1, Document 2, Document 3, and Document 5), Tesla's revenue in Q1 2022 was $18.76 billion.",1
71,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When will Splatoon 3 be released?,The game was released worldwide on 9 September 2022.,1
72,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who acquired STX Entertainment?,The Najafi Companies acquired STX Entertainment.,1
73,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When did Orrin G. Hatch pass away?,"Orrin G. Hatch passed away on Saturday, April 23, 2022, at 5:30 p.m. in Salt Lake City, Utah, surrounded by family. He was 88 years old.",1
74,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who was the new CEO of CNN?,Chris Licht.,1
75,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the French Presidential Election 2022?,"Emmanuel Macron. He was re-elected as the president of France on April 24, 2022, winning with 58.5% of the vote in the second-round runoff against Marine Le Pen.",1
76,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the megapixel in main camera on the iPhone 14 Pro?,The main camera on the iPhone 14 Pro has a 48-megapixel sensor.,1
77,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,How much does it cost to rent a tool kit for Apple device repairs?,"It costs $49 to rent a tool kit for Apple device repairs. The rental is for a week, and the kit ships to customers for free.",1
78,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Where will the 2022 Met Gala take place?,The 2022 Met Gala will take place at the Metropolitan Museum of Art in New York City.,1
79,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the Champions League in the 2022-2023 season?,"Manchester City won the Champions League in the 2022-2023 season. They defeated Inter Milan 1-0 in the final, which was played at the Atatürk Olympic Stadium in Istanbul, Turkey, on June 10, 2023.",1
80,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Which teams are playing in the 2021-22 NBA Finals?,The Golden State Warriors and the Boston Celtics.,1
81,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the prize money for the Squid Game-inspired reality competition?,The prize money for the Squid Game-inspired reality competition is $4.56 million.,1
82,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When was Overwatch 2 released?,"October 4, 2022.",1
83,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the 2022 Tour de France?,Jonas Vingegaard (Jumbo-Visma) from Denmark won the 2022 Tour de France.,1
84,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,How much was Apple's revenue in Q3? 2022,"According to multiple documents (Document 1, 3, 4, and 5), Apple's revenue in Q3 2022 was $83.0 billion.",1
85,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the 2022 Atlanta Open?,Alex de Minaur.,1
86,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What was the revenue of AWS in Q2 2022?,"The revenue of AWS in Q2 2022 was $19.7 billion. This information is consistently reported across multiple documents: Document 1, Document 2, Document 4, and Document 5. Additionally, Document 3 provides further context, stating that Q2 2022 saw AWS post net sales of $19.7 billion for the quarter.",1
87,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,when was xenoblade chronicles 3 released?,"July 29, 2022",1
88,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,"What is the name of the horse in the movie ""Nope""?","The names of the horses in the movie ""Nope"" mentioned in the documents are:

* Lucky
* Clover
* Ghost

These are the only horse names mentioned in the provided documents. There might be other horses in the movie that are not mentioned. 

Also, note that the documents do not provide information on whether these are the only horses in the movie or if there are other horses with different names. 

The head horse wrangler, Bobby Lovgren, is mentioned, but no additional horse names are provided.",1
89,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When did Neal Lemlein pass away?,"July 22, 2022.",1
90,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who is the lead actor in the film Carter?,Joo Won as Carter Lee / Michael Bane.,1
91,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When was BlenderBot 3 released?,"BlenderBot 3 was released on Friday, August 5, 2022.",1
92,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,which company invented BlenderBot 3?,"Meta. 

According to Document 1, Meta announced the release of BlenderBot 3, a state-of-the-art conversational agent. Document 2 also mentions that Meta has made BlenderBot 3 available for anyone to try out. Additionally, Documents 3, 4, and 5 mention that BlenderBot 3 was created by Meta's AI research labs.",1
93,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When was ChatGPT released?,"November 30, 2022.",1
94,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When was GPT4 released?,"GPT-4 was released on March 14, 2023.",1
95,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,How much did Amazon agree to pay to acquire iRobot?,"$1.7 billion, or $61 per share in an all-cash transaction.",1
96,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the location of the Major League Baseball Field of Dreams Game 2022?,"The location of the Major League Baseball Field of Dreams Game 2022 is Dyersville, Iowa, in a field built in the middle of a cornfield, where the classic 1989 film “Field of Dreams” was shot.",1
97,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When did Microsoft release Windows 11 22H2?,"September 20, 2022.",1
98,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When did AMD unveil Ryzen 7000 processors?,"August 29, 2022.",1
99,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,Konnor McClain.,1
100,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the new price of Tesla's Full-Self Driving (FSD) software?,"$15,000.",1
101,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the date of the premiere of House of the Dragon?,"August 21, 2022.",1
102,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When is the release date for Sony's PlayStation VR2 headset?,"The release date for Sony's PlayStation VR2 headset is February 22, 2023.",1
103,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the new venture launched by Tiger Woods and Rory McIlroy?,"The new venture launched by Tiger Woods and Rory McIlroy is called TMRW Sports, a sports media and technology company that aims to develop ""progressive approaches to sports, media, and entertainment"" and bring golf to younger fans through technology. TMRW Sports' first project is TGL, a ""tech-infused"" golf league in partnership with the PGA Tour.",1
104,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Which company recently acquired Super.tech?,ColdQuanta.,1
105,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who is the Heisman Trophy winner in 2022?,Caleb Williams.,1
106,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When does The Amazing Race Season 34 premiere?,"The Amazing Race Season 34 premiered on Wednesday, September 21, 2022.",1
107,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who is the chairman of Toulouse and under whose ownership are they currently?,"The chairman of Toulouse FC is Damien Comolli. They are currently under the ownership of RedBird Capital Partners, a United States-based investment fund, with Damien Comolli as the chairman. Gerry Cardinale, founder and managing partner of RedBird Capital Partners, expressed his excitement to help write the next chapter of Toulouse FC.",1
108,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When will the TGL (Tech-Infused Golf League) season start?,January 2024.,1
109,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who is the director of BioShock movie?,Francis Lawrence.,1
110,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the premiere date of New Amsterdam Season 5?,"The premiere date of New Amsterdam Season 5 is September 20, 2022.",1
111,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who won the World Cup Final in 2022?,Argentina won the World Cup Final in 2022.,1
112,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who is the chief meteorologist for KPLR-TV?,John Fuller.,1
113,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who is the new head of development at Riff Raff Entertainment?,Katie Sinclair.,1
114,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,How much money did Texas Tech pay Marlene Stollings in the settlement?,"According to the documents, Texas Tech paid Marlene Stollings approximately $740,000 in the settlement. Broken down, this includes:

* $300,000 for alleged compensatory damages
* $300,000 for attorneys' fees and expenses
* $140,666.00 for back wages

All documents consistently report the total amount as $740,000.",1
115,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who acquired a stake in FromSoftware?,"Tencent and Sony Interactive Entertainment acquired a stake in FromSoftware. Specifically, Tencent's subsidiary Sixjoy acquired 16.25% of shares, while Sony Interactive Entertainment acquired 14.09%.",1
116,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who is the new Coach for The Voice Season 22?,Camila Cabello.,1
117,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What was the unemployment rate in August 2022 in U.S.?,The unemployment rate in August 2022 in the U.S. was 3.7% (seasonally adjusted) or 3.8% (not seasonally adjusted).,1
118,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who did Serena Williams lose to in her last match at the U.S. Open?,Ajla Tomljanovic.,1
119,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,How many people were injured in the shuttle van accident on Palisades Interstate Parkway?,"Eight people were injured in the shuttle van accident on Palisades Interstate Parkway, with injuries ranging from minor to severe, including severe head trauma.",1
120,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who is the head coach of Virginia Tech football?,Brent Pry.,1
121,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,How did Tanya Pardazi die?,"Tanya Pardazi died in a skydiving accident on August 27, 2021, at Skydive Toronto. According to the skydiving company, she released a quickly rotating main parachute at a low altitude without the time/altitude required for the reserve parachute to inflate, and succumbed to fatal injuries obtained from an emergency situation. This was her first solo jump.",1
122,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Who was named interim coach for Nebraska's 2022 season?,"Mickey Joseph was named interim head coach for the remainder of the 2022 season after Scott Frost's firing, as announced by Director of Athletics Trev Alberts.",1
123,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,What is the release date of Jackie Evancho's album Carousel of Time?,"September 9, 2022.",1
124,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Which companies are part of MATANA?,"The companies that are part of MATANA are: 

1. Microsoft (MSFT)
2. Apple (AAPL)
3. Tesla (TSLA)
4. Alphabet (GOOGL)
5. Nvidia (NVDA)
6. Amazon (AMZN)",1
125,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Which animated series won the Emmy Award for Best Animated Program?,Arcane.,1
126,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,How many teams will be included in the expanded College Football Playoff?,12 teams will be included in the expanded College Football Playoff.,1
127,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Which team will host nation Qatar play against in the opening match of the 2022 World Cup?,Ecuador.,1
128,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Where did Leonard Francis escape from?,"San Diego, specifically from his home in the Torrey Highlands community.",1
129,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When does the 2022 NFL Football Season begin?,"The 2022 NFL season begins on Thursday, September 8, 2022.",1
130,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When did Meta Connect take place?,October 11.,1
131,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,How much is the fine that Meta is facing for failing to safeguard children's information on Instagram?,"405 million euros, or just over $400 million.",1
132,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When was Gotham Knights released?,"October 21, 2022.",1
133,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,How did Bernard Shaw die?,"Bernard Shaw died from pneumonia, which was unrelated to COVID-19. He was 82 years old.",1
134,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,When did Queen Elizabeth II die?,"September 8, 2022. Specifically, she died at 3:10 p.m. UK time (10:10 a.m. ET) or 15:10 BST.",1
135,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,Where did Queen Elizabeth II die?,"Queen Elizabeth II died at Balmoral Castle in Scotland. Specifically, it was at her Balmoral estate in the Scottish Highlands, Aberdeenshire, or Ballater, Scotland.",1
136,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,who did Alcaraz beat in U.S. Open 2022 Men's Semifinals?,Frances Tiafoe.,1
137,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.0,when did king charles iii get crowned?,"Saturday, May 6, 2023.",1
