id,model,ability,noise_ratio,query,model_response,accuracy
38,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What is the weight of the Surface Laptop SE?,"According to the documents, the weight of the Surface Laptop SE is 2.45 pounds.",1
39,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who stars in The Lost City?,"The Lost City features Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, and Brad Pitt, among other actors.",1
40,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What happened at the Academy Awards involving Will Smith and Chris Rock?,"Will Smith slapped Chris Rock across the face during Rock's presentation at the 94th Academy Awards on March 27, 2022. The incident occurred after Rock made a joke about Smith's wife, Jada Pinkett Smith, and Smith took the stage to confront him.",1
41,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When did Apple M2 chip?,"Apple announced the M2 chip on June 6, 2022.",1
42,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What film won the 2022 Academy Award for Best Picture?,"The film that won the 2022 Academy Award for Best Picture was ""CODA"".",1
43,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When will the 94th Academy Awards be held?,"The 94th Academy Awards will be held on Sunday, March 27, 2022, at the Dolby Theatre in Hollywood.",1
44,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When was A House Between the Earth and the Moon published?,"According to the documents, A House Between the Earth and the Moon by Rebecca Scherm was published on March 29, 2022.",1
45,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Which alnum won the Album of the Year GRAMMYs 2022,"Jon Batiste's album ""We Are"" won the Album of the Year GRAMMYs 2022.",1
46,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When is the final of the 2022 FIFA World Cup?,The final of the 2022 FIFA World Cup was played on 18 December 2022.,1
47,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,How many vehicles did Tesla deliver in the first quarter of 2022?,"According to the provided documents, Tesla delivered 310,048 vehicles in the first quarter of 2022.",1
48,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who acquired Twitter?,Elon Musk acquired Twitter.,1
49,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,How much did Elon Musk bought Twitter?,"According to the documents, Elon Musk bought Twitter for $44 billion at a price of $54.20 per share.",1
50,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the 2022 Masters Tournament?,Scottie Scheffler won the 2022 Masters Tournament.,1
51,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the women's singles Australian Open 2022?,Ashleigh Barty won the women's singles Australian Open 2022.,1
52,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the women's singles Australian Open 2023?,Aryna Sabalenka won the women's singles Australian Open 2023.,1
53,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the men's singles Australian Open 2022?,"Rafael Nadal won the men's singles Australian Open 2022, defeating Daniil Medvedev in the final with a score of 2–6, 6–7(5–7), 6–4, 6–4, 7–5.",1
54,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the men's singles Australian Open 2023?,Novak Djokovic won the men's singles Australian Open 2023.,1
55,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the women's singles French Open 2022?,I can not answer the question because of the insufficient information in documents.,0
56,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the women's singles French Open 2023?,"Iga Swiatek won the women's singles French Open 2023 with a 6-2, 5-7, 6-4 win over Karolina Muchova in the final on Saturday.",1
57,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who is the runner-up in the women's singles at the 2023 French Open?,Karolina Muchova is the runner-up in the women's singles at the 2023 French Open.,1
58,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the men's singles French Open 2022?,Rafael Nadal won the men's singles French Open 2022.,1
59,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the men's singles French Open 2023?,"Novak Djokovic won the men's singles French Open 2023 by defeating Casper Ruud 7-6 (7-1), 6-3, 7-5.",1
60,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,who the women's singles wimbledon 2022?,Elena Rybakina won the women's singles title at the 2022 Wimbledon Championships.,1
61,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,who the women's singles wimbledon 2023?,"Markéta Vondroušová won the women's singles title at the 2023 Wimbledon Championships, defeating Ons Jabeur in the final with a score of 6–4, 6–4.",1
62,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the men's singles wimbledon 2022?,Novak Djokovic won the men's singles Wimbledon 2022.,1
63,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the men's singles wimbledon 2023?,Carlos Alcaraz won the men's singles Wimbledon 2023.,1
64,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,How many titles has Swiatek won in 2022 season?,"According to the documents, Iga Swiatek has won 8 titles in the 2022 season.",1
65,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,who the women's singles U.S. Open 2022?,Iga Swiatek won the women's singles U.S. Open 2022.,1
66,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the men's singles U.S. Open 2022?,Carlos Alcaraz won the men's singles U.S. Open 2022.,1
67,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who is the new head coach of the Virginia Tech football team in 2022?,Brent Pry is the new head coach of the Virginia Tech football team in 2022.,1
68,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Where is Consensus 2022 taking place?,"According to the documents, Consensus 2022 is taking place in Austin, Texas, US from June 9-12, 2022.",1
69,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When did the 148th Kentucky Derby take place?,"The 148th Kentucky Derby took place on Saturday, May 7, 2022.",1
70,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What was Tesla's revenue in Q1 2022?,"According to the provided documents, Tesla's revenue in Q1 2022 was $18.76 billion.",1
71,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When will Splatoon 3 be released?,"According to the document, Splatoon 3 was released on September 9, 2022.",1
72,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who acquired STX Entertainment?,The Najafi Companies acquired STX Entertainment.,1
73,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When did Orrin G. Hatch pass away?,"According to the documents, Orrin G. Hatch passed away on April 23, 2022, at 5:30 p.m. in Salt Lake City, Utah, surrounded by family.",1
74,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who was the new CEO of CNN?,"According to the documents, Chris Licht was named CNN's new chief executive on February 28.",1
75,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the French Presidential Election 2022?,"Emmanuel Macron won the French Presidential Election 2022, securing 58.5% of the vote in the second round of voting, defeating Marine Le Pen.",1
76,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What is the megapixel in main camera on the iPhone 14 Pro?,The main camera on the iPhone 14 Pro has a 48-megapixel sensor.,1
77,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,How much does it cost to rent a tool kit for Apple device repairs?,"According to the document, the cost to rent a tool kit for Apple device repairs is $49.",1
78,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Where will the 2022 Met Gala take place?,The 2022 Met Gala will take place at the Metropolitan Museum of Art in New York City.,1
79,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the Champions League in the 2022-2023 season?,Manchester City won the Champions League in the 2022-2023 season.,1
80,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Which teams are playing in the 2021-22 NBA Finals?,The Golden State Warriors and the Boston Celtics are playing in the 2021-22 NBA Finals.,1
81,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What is the prize money for the Squid Game-inspired reality competition?,The prize money for the Squid Game-inspired reality competition is $4.56 million.,1
82,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When was Overwatch 2 released?,"Overwatch 2 was released on October 4, 2022.",1
83,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the 2022 Tour de France?,Denmark's Jonas Vingegaard (Jumbo-Visma) won the 2022 Tour de France.,1
84,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,How much was Apple's revenue in Q3? 2022,"According to the provided documents, Apple's revenue in Q3 2022 was $83.0 billion.",1
85,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the 2022 Atlanta Open?,Alex de Minaur won the 2022 Atlanta Open.,1
86,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What was the revenue of AWS in Q2 2022?,"According to the documents, the revenue of AWS in Q2 2022 was $19.7 billion.",1
87,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,when was xenoblade chronicles 3 released?,"According to the documents, Xenoblade Chronicles 3 was initially set for release in September 2022, but was later shifted to July 29, 2022.",1
88,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,"What is the name of the horse in the movie ""Nope""?","The names of the horses in the movie ""Nope"" are Lucky, Clover, and Ghost.",1
89,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When did Neal Lemlein pass away?,"Neal Lemlein passed away on July 22, 2022.",1
90,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who is the lead actor in the film Carter?,"According to the provided document, the lead actor in the film Carter is Joo Won, who plays the role of Carter Lee / Michael Bane.",1
91,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When was BlenderBot 3 released?,"According to the documents, BlenderBot 3 was released on August 5, 2022.",1
92,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,which company invented BlenderBot 3?,"According to the documents, Meta invented BlenderBot 3.",1
93,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When was ChatGPT released?,"According to the documents, ChatGPT was released on November 30, 2022.",1
94,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When was GPT4 released?,"According to the documents, GPT-4 was released on March 14, 2023.",1
95,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,How much did Amazon agree to pay to acquire iRobot?,"Amazon agreed to pay $61 per share to acquire iRobot, which is an all-cash transaction valued at approximately $1.7 billion, including iRobot's net debt.",1
96,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What is the location of the Major League Baseball Field of Dreams Game 2022?,"The location of the Major League Baseball Field of Dreams Game 2022 is Dyersville, Iowa.",1
97,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When did Microsoft release Windows 11 22H2?,"Windows 11 22H2 was released on September 20, 2022.",1
98,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When did AMD unveil Ryzen 7000 processors?,"AMD unveiled the Ryzen 7000 processors on August 29, 2022, in a live stream event.",1
99,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,Konnor McClain won the U.S. all-around title at the U.S. Gymnastics Nationals 2022.,1
100,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What is the new price of Tesla's Full-Self Driving (FSD) software?,"According to the document, the new price of Tesla's Full-Self Driving (FSD) software is $15,000.",1
101,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What is the date of the premiere of House of the Dragon?,"According to the documents, the premiere date of House of the Dragon is August 21, 2022.",1
102,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When is the release date for Sony's PlayStation VR2 headset?,"The release date for the Sony's PlayStation VR2 headset is February 22, 2023.",1
103,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What is the new venture launched by Tiger Woods and Rory McIlroy?,The new venture launched by Tiger Woods and Rory McIlroy is called TMRW Sports.,1
104,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Which company recently acquired Super.tech?,"According to the documents, ColdQuanta recently acquired Super.tech.",1
105,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who is the Heisman Trophy winner in 2022?,Caleb Williams is the Heisman Trophy winner in 2022.,1
106,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When does The Amazing Race Season 34 premiere?,"The Amazing Race Season 34 premiered on Wednesday, September 21, 2022, at 9 p.m. ET.",1
107,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who is the chairman of Toulouse and under whose ownership are they currently?,"According to the documents, the chairman of Toulouse FC is Damien Comolli. The club is currently under the ownership of RedBird Capital Partners, an American investment firm, which acquired an 85% majority stake in the club.",1
108,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When will the TGL (Tech-Infused Golf League) season start?,"According to the provided documents, the TGL season will start in January 2024.",1
109,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who is the director of BioShock movie?,The director of the BioShock movie is Francis Lawrence.,1
110,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What is the premiere date of New Amsterdam Season 5?,"The premiere date of New Amsterdam Season 5 is September 20, 2022.",1
111,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who won the World Cup Final in 2022?,Argentina won the World Cup Final in 2022.,1
112,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who is the chief meteorologist for KPLR-TV?,John Fuller is the chief meteorologist for KPLR-TV.,1
113,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who is the new head of development at Riff Raff Entertainment?,Katie Sinclair has been named the new head of development at Riff Raff Entertainment.,1
114,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,How much money did Texas Tech pay Marlene Stollings in the settlement?,"According to the documents, Texas Tech paid Marlene Stollings approximately $740,000 in the settlement.",1
115,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who acquired a stake in FromSoftware?,"According to the documents, Sony and Tencent acquired a stake in FromSoftware. Specifically, Sony Interactive Entertainment acquired 14.09% of FromSoftware's shares, while a Tencent subsidiary, Sixjoy Hong Kong Limited, acquired 16.25% of FromSoftware's shares.",1
116,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who is the new Coach for The Voice Season 22?,Camila Cabello is the new Coach for The Voice Season 22.,1
117,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What was the unemployment rate in August 2022 in U.S.?,The unemployment rate in the U.S. in August 2022 was 3.7% (seasonally adjusted) and 3.8% (not seasonally adjusted).,1
118,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who did Serena Williams lose to in her last match at the U.S. Open?,Serena Williams lost to Ajla Tomljanovic in her last match at the U.S. Open.,1
119,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,How many people were injured in the shuttle van accident on Palisades Interstate Parkway?,"According to the documents, 8 people were injured in the shuttle van accident on Palisades Interstate Parkway. Their injuries ranged from severe head trauma to minor physical complaints.",1
120,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who is the head coach of Virginia Tech football?,Brent Pry is the head coach of Virginia Tech football.,1
121,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,How did Tanya Pardazi die?,"According to the documents, Tanya Pardazi died in a skydiving accident. The specific cause of death was that she released her main parachute too late at a low altitude, without enough time for the reserve parachute to inflate, resulting in fatal injuries.",1
122,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who was named interim coach for Nebraska's 2022 season?,Mickey Joseph was named the interim coach for Nebraska's 2022 season.,1
123,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What is the release date of Jackie Evancho's album Carousel of Time?,"The release date of Jackie Evancho's album Carousel of Time is September 9, 2022.",1
124,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Which companies are part of MATANA?,"The companies that are part of MATANA are:

1. Microsoft (MSFT)
2. Apple (AAPL)
3. Tesla (TSLA)
4. Alphabet (GOOGL)
5. Nvidia (NVDA)
6. Amazon (AMZN)",1
125,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Which animated series won the Emmy Award for Best Animated Program?,Arcane won the Emmy Award for Best Animated Program.,1
126,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,How many teams will be included in the expanded College Football Playoff?,"According to the document, the College Football Playoff will expand to 12 teams beginning in the 2024 season.",1
127,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Which team will host nation Qatar play against in the opening match of the 2022 World Cup?,"According to the document, the host nation Qatar will play against Ecuador in the opening match of the 2022 World Cup.",1
128,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Where did Leonard Francis escape from?,"According to the documents, Leonard Francis escaped from his home in the Torrey Highlands community of San Diego.",1
129,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When does the 2022 NFL Football Season begin?,"The 2022 NFL season begins on Thursday, September 8.",1
130,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When did Meta Connect take place?,"According to the documents, Meta Connect 2022 took place on October 11.",1
131,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,How much is the fine that Meta is facing for failing to safeguard children's information on Instagram?,"The fine that Meta is facing for failing to safeguard children's information on Instagram is 405 million euros, which is equivalent to just over $400 million.",1
132,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When was Gotham Knights released?,"According to the document, Gotham Knights was released on October 21, 2022.",1
133,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,How did Bernard Shaw die?,"According to the documents, Bernard Shaw died from pneumonia.",1
134,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When did Queen Elizabeth II die?,"According to the documents, Queen Elizabeth II died on September 8, 2022, at 15:10 BST (3:10 p.m. UK time) at Balmoral Castle in Scotland, at the age of 96.",1
135,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Where did Queen Elizabeth II die?,"According to the documents, Queen Elizabeth II died at Balmoral Castle in Aberdeenshire, Scotland.",1
136,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,who did Alcaraz beat in U.S. Open 2022 Men's Semifinals?,"According to the documents, Carlos Alcaraz beat Frances Tiafoe in the U.S. Open 2022 Men's Semifinals.",1
137,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,when did king charles iii get crowned?,"According to the documents, King Charles III was crowned on May 6, 2023.",1
138,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,"What is Trace Adkins' role in ""Monarch""?","Trace Adkins plays the role of Albie Roman, the patriarch of the Roman family and co-leader of the First Family of Country Music, in the country music-themed drama ""Monarch"" on FOX.",1
139,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,When does the iPhone 14 Plus release?,"The iPhone 14 Plus was made available on October 7, 2022.",1
140,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who stars as Susie Wallis in Susie Searches?,Kiersey Clemons stars as Susie Wallis in Susie Searches.,1
141,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What is the new product at Chick-fil-A in fall 2022?,The new product at Chick-fil-A in fall 2022 is the Autumn Spice Milkshake and the returning Grilled Spicy Deluxe Sandwich.,1
142,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Which team will Kyle Busch join in 2023?,"According to the documents, Kyle Busch will join Richard Childress Racing (RCR) in 2023.",1
143,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What is men's year-end No 1 in tennis in 2022?,Carlos Alcaraz is the men's year-end No. 1 in tennis in 2022.,1
144,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who was playing Lex Luthor in Titans?,Titus Welliver was playing Lex Luthor in Titans.,1
145,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What is Columbia University's QS ranking in 2023?,"According to the provided documents, Columbia University's QS ranking in 2023 is 22nd.",1
146,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who was the first Asian man to win Lead Actor in a Drama Series?,"Lee Jung-jae, the actor from the Netflix series Squid Game, was the first Asian man to win the Emmy for Lead Actor in a Drama Series.",1
147,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,How much did Google acquire Mandiant for?,"According to the documents, Google acquired Mandiant for $5.4 billion.",1
148,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What was the inflation rate in the U.S. in August 2022?,The inflation rate in the U.S. in August 2022 was 8.3% according to the Bureau of Labor Statistics.,1
149,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,Who is receiving the 39th Walter Cronkite Award for Excellence in Journalism?,"Gayle King, the award-winning co-host of “CBS Mornings,” is receiving the 39th Walter Cronkite Award for Excellence in Journalism.",1
150,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.0,What is the name of the sequel to The Legend of Zelda: Breath of the Wild?,The name of the sequel to The Legend of Zelda: Breath of the Wild is The Legend of Zelda: Tears of the Kingdom.,1
