id,model,ability,noise_ratio,query,model_response,accuracy
12,openai/gpt-oss-120b,noise_robustness,0.2,How much is Microsoft acquiring Activision Blizzard for?,"Microsoft is acquiring Activision Blizzard in an all‑cash deal valued at **$68.7 billion**, which works out to **$95 per share**.",1
13,openai/gpt-oss-120b,noise_robustness,0.2,What is the price for a 30-second spot during the Super Bowl 2022?,The price for a 30‑second spot during the Super Bowl in 2022 was **$6.5 million**.,1
14,openai/gpt-oss-120b,noise_robustness,0.2,When is the Sports Star of the Year Awards Show 2022?,"The 2022 Seattle Sports Star of the Year Awards Show was held on **May 26, 2022**.",1
15,openai/gpt-oss-120b,noise_robustness,0.2,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"The 2022 Ivan Allen Jr. Prize for Social Courage was awarded to Georgia Tech’s first Black students and its first Black graduate:

- **Ford Greene**  
- **Ralph Long Jr.**  
- **Lawrence Williams**  
- **Ronald Yancey**",1
16,openai/gpt-oss-120b,noise_robustness,0.2,What is the codename for Google's AR headset project?,The codename for Google’s AR headset project is **Project Iris**.,1
17,openai/gpt-oss-120b,noise_robustness,0.2,What is the name of Meta's AI supercomputer?,Meta’s AI supercomputer is called the **AI Research SuperCluster (RSC)**.,1
18,openai/gpt-oss-120b,noise_robustness,0.2,When will American students start taking digital SAT exams?,American (U.S.) students will begin taking the digital SAT in **spring 2024**.,1
19,openai/gpt-oss-120b,noise_robustness,0.2,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games begin on **Friday, March 4, 2022**.",1
20,openai/gpt-oss-120b,noise_robustness,0.2,Super Bowl 2022 date,"The 2022 Super Bowl was held on **Sunday, February 13, 2022**.",1
21,openai/gpt-oss-120b,noise_robustness,0.2,Who won the 2022 Nobel Prize for chemistry?,"The 2022 Nobel Prize in Chemistry was awarded jointly to **Carolyn R. Bertozzi**, **Morten Meldal**, and **K. Barry Sharpless**.",1
22,openai/gpt-oss-120b,noise_robustness,0.2,Who won the Super Bowl 2022?,"The Los Angeles Rams won the 2022 Super Bowl (Super Bowl LVI), defeating the Cincinnati Bengals 23–20.",1
23,openai/gpt-oss-120b,noise_robustness,0.2,Who won women's 500m speed skating at the 2022 Winter Olympics?,Erin Jackson of the United States won the women’s 500 m speed skating event at the 2022 Winter Olympics.,1
24,openai/gpt-oss-120b,noise_robustness,0.2,When was Lost Ark game release on Steam?,"Lost Ark was released on Steam on **February 11, 2022** (Founders Pack owners could start playing three days earlier, on February 8, 2022).",1
25,openai/gpt-oss-120b,noise_robustness,0.2,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"Jessie Diggins earned two medals at the Beijing 2022 Winter Olympics:

* **Bronze** – Women’s individual cross‑country sprint (Feb 8, 2022)  
* **Silver** – Women’s 30 kilometre freestyle race (final day of competition)  

These are the only medals she won at the 2022 Games.",1
26,openai/gpt-oss-120b,noise_robustness,0.2,What is the genre of The Endgame (TV show)?,The Endgame (TV show) is classified as a **crime drama thriller**.,1
27,openai/gpt-oss-120b,noise_robustness,0.2,When did Russia invade Ukraine?,Russia invaded Ukraine on **24 February 2022**.,1
28,openai/gpt-oss-120b,noise_robustness,0.2,When was Elden Ring being released?,"Elden Ring was released on **February 25, 2022**.",1
29,openai/gpt-oss-120b,noise_robustness,0.2,Who did Iga Swiatek defeat to win the Qatar Open 2022?,Iga Świątek defeated **Anett Kontaveit** in the final to win the 2022 Qatar Open.,1
30,openai/gpt-oss-120b,noise_robustness,0.2,Which country won the most medals at the 2022 Winter Olympics?,"Norway won the most medals at the 2022 Winter Olympics, with a total of 37 medals.",1
31,openai/gpt-oss-120b,noise_robustness,0.2,Who won the Male Vocalist of the Year at the 2022 CMA ?,Chris Stapleton won the Male Vocalist of the Year award at the 2022 CMA Awards.,1
32,openai/gpt-oss-120b,noise_robustness,0.2,Who won the ACC Tournament in 2022?,Virginia Tech won the 2022 ACC Tournament.,1
33,openai/gpt-oss-120b,noise_robustness,0.2,What chip does the iPhone 14 have?,"The iPhone 14 (and the iPhone 14 Plus) is equipped with Apple’s **A15 Bionic** chip – the same six‑core CPU, five‑core GPU and 16‑core Neural Engine that was used in the iPhone 13 Pro.",1
34,openai/gpt-oss-120b,noise_robustness,0.2,When is Google I/O 2022 scheduled to take place?,"Google I/O 2022 was scheduled to take place on **May 11 – May 12, 2022**.",1
35,openai/gpt-oss-120b,noise_robustness,0.2,who will direct Irredeemable film?,Jeymes Samuel will direct the Irredeemable film.,1
36,openai/gpt-oss-120b,noise_robustness,0.2,What is the name of China's rover on Mars?,The Chinese rover on Mars is named **Zhurong**.,1
37,openai/gpt-oss-120b,noise_robustness,0.2,Who is being honored with the 2022 Warrior Award?,The 2022 Warrior Award is being presented posthumously to **Shad Gaspard**.,1
38,openai/gpt-oss-120b,noise_robustness,0.2,What is the weight of the Surface Laptop SE?,"The Surface Laptop SE weighs **2.45 pounds** (about 1,112 g).",1
39,openai/gpt-oss-120b,noise_robustness,0.2,Who stars in The Lost City?,"The film **“The Lost City”** stars a large ensemble, including:

- **Sandra Bullock**  
- **Channing Tatum**  
- **Daniel Radcliffe**  
- **Da’Vine Joy Randolph**  
- **Brad Pitt**  

The full cast list also mentions several supporting actors such as **Oscar Nuñez**, **Patti Harrison**, and **Bowen Yang**.",1
40,openai/gpt-oss-120b,noise_robustness,0.2,What happened at the Academy Awards involving Will Smith and Chris Rock?,"At the 94th Academy Awards on March 27, 2022, comedian Chris Rock was presenting the award for Best Documentary Feature when he made a joke about Will Smith’s wife, Jada Pinkett Smith, referencing her shaved head (she had been shaving her hair because of alopecia). In response, Will Smith walked onto the stage, slapped Rock across the face, and then returned to his seat shouting profanity (“Keep my wife’s name out your fucking mouth!”).  

Rock briefly reacted but continued his presentation. A few minutes later Smith’s film *King Richard* won Best Actor, and in his acceptance speech he apologized to the Academy and his fellow nominees (but not directly to Rock). The next day Smith posted a public apology to Rock on Instagram, resigned from the Academy, and was subsequently banned from attending Academy events for ten years.",1
41,openai/gpt-oss-120b,noise_robustness,0.2,When did Apple M2 chip?,"Apple announced the M2 chip on **June 6, 2022** during its WWDC keynote.",1
42,openai/gpt-oss-120b,noise_robustness,0.2,What film won the 2022 Academy Award for Best Picture?,The film that won the 2022 Academy Award for Best Picture was **“CODA.”**,1
43,openai/gpt-oss-120b,noise_robustness,0.2,When will the 94th Academy Awards be held?,"The 94th Academy Awards will be held on **Sunday, March 27, 2022** at the Dolby Theatre in Hollywood.",1
44,openai/gpt-oss-120b,noise_robustness,0.2,When was A House Between the Earth and the Moon published?,"A House Between the Earth and the Moon was first published on March 29, 2022.",1
45,openai/gpt-oss-120b,noise_robustness,0.2,Which alnum won the Album of the Year GRAMMYs 2022,Jon Batiste won the Album of the Year Grammy at the 2022 GRAMMY Awards for his album **“We Are.”**,1
46,openai/gpt-oss-120b,noise_robustness,0.2,When is the final of the 2022 FIFA World Cup?,The final of the 2022 FIFA World Cup was played on **18 December 2022**.,1
47,openai/gpt-oss-120b,noise_robustness,0.2,How many vehicles did Tesla deliver in the first quarter of 2022?,"Tesla delivered **310,048 vehicles** in the first quarter of 2022.",1
48,openai/gpt-oss-120b,noise_robustness,0.2,Who acquired Twitter?,Elon Musk acquired Twitter.,1
49,openai/gpt-oss-120b,noise_robustness,0.2,How much did Elon Musk bought Twitter?,Elon Musk bought Twitter in a deal valued at **about $44 billion**.,1
50,openai/gpt-oss-120b,noise_robustness,0.2,Who won the 2022 Masters Tournament?,Scottie Scheffler won the 2022 Masters Tournament.,1
51,openai/gpt-oss-120b,noise_robustness,0.2,Who won the women's singles Australian Open 2022?,Ashleigh Barty won the women’s singles title at the 2022 Australian Open.,1
52,openai/gpt-oss-120b,noise_robustness,0.2,Who won the women's singles Australian Open 2023?,Aryna Sabalenka won the women’s singles title at the 2023 Australian Open.,1
53,openai/gpt-oss-120b,noise_robustness,0.2,Who won the men's singles Australian Open 2022?,Rafael Nadal won the men’s singles title at the 2022 Australian Open.,1
54,openai/gpt-oss-120b,noise_robustness,0.2,Who won the men's singles Australian Open 2023?,Novak Djokovic won the men’s singles title at the 2023 Australian Open.,1
55,openai/gpt-oss-120b,noise_robustness,0.2,Who won the women's singles French Open 2022?,Iga Swiatek won the women's singles title at the 2022 French Open.,1
56,openai/gpt-oss-120b,noise_robustness,0.2,Who won the women's singles French Open 2023?,Iga Świątek won the women’s singles title at the 2023 French Open.,1
57,openai/gpt-oss-120b,noise_robustness,0.2,Who is the runner-up in the women's singles at the 2023 French Open?,The runner‑up in the women's singles at the 2023 French Open was **Karolina Muchova**.,1
58,openai/gpt-oss-120b,noise_robustness,0.2,Who won the men's singles French Open 2022?,Rafael Nadal won the men’s singles title at the 2022 French Open.,1
59,openai/gpt-oss-120b,noise_robustness,0.2,Who won the men's singles French Open 2023?,Novak Djokovic won the men’s singles title at the 2023 French Open.,1
60,openai/gpt-oss-120b,noise_robustness,0.2,who the women's singles wimbledon 2022?,Elena Rybakina won the women’s singles title at Wimbledon 2022.,1
61,openai/gpt-oss-120b,noise_robustness,0.2,who the women's singles wimbledon 2023?,"The 2023 Wimbledon women’s singles champion was **Markéta Vondroušová**, who defeated Ons Jabeur in the final.",1
62,openai/gpt-oss-120b,noise_robustness,0.2,Who won the men's singles wimbledon 2022?,Novak Djokovic won the men’s singles title at Wimbledon in 2022.,1
63,openai/gpt-oss-120b,noise_robustness,0.2,Who won the men's singles wimbledon 2023?,Carlos Alcaraz won the men’s singles title at Wimbledon in 2023.,1
64,openai/gpt-oss-120b,noise_robustness,0.2,How many titles has Swiatek won in 2022 season?,Iga Świątek won **eight titles** during the 2022 season.,1
65,openai/gpt-oss-120b,noise_robustness,0.2,who the women's singles U.S. Open 2022?,Iga Swiatek won the women’s singles title at the 2022 U.S. Open.,1
66,openai/gpt-oss-120b,noise_robustness,0.2,Who won the men's singles U.S. Open 2022?,Carlos Alcaraz won the men’s singles title at the 2022 U.S. Open.,1
67,openai/gpt-oss-120b,noise_robustness,0.2,Who is the new head coach of the Virginia Tech football team in 2022?,The new head coach of the Virginia Tech football team in 2022 is **Brent Pry**.,1
68,openai/gpt-oss-120b,noise_robustness,0.2,Where is Consensus 2022 taking place?,"Consensus 2022 is being held in Austin, Texas, United States.",1
69,openai/gpt-oss-120b,noise_robustness,0.2,When did the 148th Kentucky Derby take place?,"The 148th Kentucky Derby was held on **Saturday, May 7, 2022**.",1
70,openai/gpt-oss-120b,noise_robustness,0.2,What was Tesla's revenue in Q1 2022?,Tesla’s revenue in the first quarter of 2022 was **$18.76 billion**【Document】.,1
71,openai/gpt-oss-120b,noise_robustness,0.2,When will Splatoon 3 be released?,Splatoon 3 was released on **9 September 2022**.,1
72,openai/gpt-oss-120b,noise_robustness,0.2,Who acquired STX Entertainment?,"STX Entertainment was acquired by **The Najafi Companies**, a private‑equity firm.",1
73,openai/gpt-oss-120b,noise_robustness,0.2,When did Orrin G. Hatch pass away?,"Orrin G. Hatch passed away on **April 23, 2022**.",1
74,openai/gpt-oss-120b,noise_robustness,0.2,Who was the new CEO of CNN?,The new CEO of CNN is **Chris Licht**.,1
75,openai/gpt-oss-120b,noise_robustness,0.2,Who won the French Presidential Election 2022?,Emmanuel Macron won the 2022 French presidential election.,1
76,openai/gpt-oss-120b,noise_robustness,0.2,What is the megapixel in main camera on the iPhone 14 Pro?,The iPhone 14 Pro’s main (wide‑angle) camera uses a **48‑megapixel sensor**.,1
77,openai/gpt-oss-120b,noise_robustness,0.2,How much does it cost to rent a tool kit for Apple device repairs?,The rental kit for Apple device repairs costs **$49** (including shipping).,1
78,openai/gpt-oss-120b,noise_robustness,0.2,Where will the 2022 Met Gala take place?,The 2022 Met Gala will be held at New York City’s **Metropolitan Museum of Art** (in the museum’s American Wing period‑room spaces).,1
79,openai/gpt-oss-120b,noise_robustness,0.2,Who won the Champions League in the 2022-2023 season?,Manchester City won the UEFA Champions League in the 2022‑23 season.,1
80,openai/gpt-oss-120b,noise_robustness,0.2,Which teams are playing in the 2021-22 NBA Finals?,The 2021‑22 NBA Finals were contested between the **Golden State Warriors** and the **Boston Celtics**.,1
81,openai/gpt-oss-120b,noise_robustness,0.2,What is the prize money for the Squid Game-inspired reality competition?,The prize money for the Squid Game‑inspired reality competition is **$4.56 million**.,1
82,openai/gpt-oss-120b,noise_robustness,0.2,When was Overwatch 2 released?,"Overwatch 2 was released on **October 4, 2022** (in early access for Windows, PlayStation 4/5, Xbox One/Series X|S, and Nintendo Switch).",1
83,openai/gpt-oss-120b,noise_robustness,0.2,Who won the 2022 Tour de France?,Jonas Vingegaard won the 2022 Tour de France.,1
84,openai/gpt-oss-120b,noise_robustness,0.2,How much was Apple's revenue in Q3? 2022,Apple’s revenue in Q3 2022 was **$83.0 billion**.,1
85,openai/gpt-oss-120b,noise_robustness,0.2,Who won the 2022 Atlanta Open?,Alex de Minaur won the 2022 Atlanta Open.,1
86,openai/gpt-oss-120b,noise_robustness,0.2,What was the revenue of AWS in Q2 2022?,The revenue (net sales) of Amazon Web Services (AWS) in Q2 2022 was **$19.7 billion**.,1
87,openai/gpt-oss-120b,noise_robustness,0.2,when was xenoblade chronicles 3 released?,"Xenoblade Chronicles 3 was released on **July 29, 2022**.",1
88,openai/gpt-oss-120b,noise_robustness,0.2,"What is the name of the horse in the movie ""Nope""?",The horse that first signals that something is wrong in the sky in Jordan Peele’s film **“Nope”** is named **Ghost**.,1
89,openai/gpt-oss-120b,noise_robustness,0.2,When did Neal Lemlein pass away?,"Neal Lemlein passed away on **July 22, 2022**.",1
90,openai/gpt-oss-120b,noise_robustness,0.2,Who is the lead actor in the film Carter?,The lead actor in the film **Carter** is **Joo Won**.,1
91,openai/gpt-oss-120b,noise_robustness,0.2,When was BlenderBot 3 released?,"BlenderBot 3 was released on **August 5, 2022**.",1
92,openai/gpt-oss-120b,noise_robustness,0.2,which company invented BlenderBot 3?,Meta (Facebook’s parent company) invented BlenderBot 3.,1
93,openai/gpt-oss-120b,noise_robustness,0.2,When was ChatGPT released?,"ChatGPT was released on **November 30, 2022**.",1
94,openai/gpt-oss-120b,noise_robustness,0.2,When was GPT4 released?,"GPT‑4 was released on **March 14, 2023**.",1
95,openai/gpt-oss-120b,noise_robustness,0.2,How much did Amazon agree to pay to acquire iRobot?,Amazon agreed to acquire iRobot for approximately **$1.7 billion** (about $61 per share in an all‑cash transaction).,1
96,openai/gpt-oss-120b,noise_robustness,0.2,What is the location of the Major League Baseball Field of Dreams Game 2022?,"The 2022 Major League Baseball Field of Dreams Game was played at the Field of Dreams ballpark in Dyersville, Iowa.",1
97,openai/gpt-oss-120b,noise_robustness,0.2,When did Microsoft release Windows 11 22H2?,"Microsoft released Windows 11 22H2 on September 20, 2022.",1
98,openai/gpt-oss-120b,noise_robustness,0.2,When did AMD unveil Ryzen 7000 processors?,"AMD unveiled the Ryzen 7000 processors on **August 29, 2022** (via a YouTube livestream at 7 PM ET).",1
99,openai/gpt-oss-120b,noise_robustness,0.2,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,Konnor McClain won the U.S. all‑around title at the 2022 U.S. Gymnastics Nationals.,1
100,openai/gpt-oss-120b,noise_robustness,0.2,What is the new price of Tesla's Full-Self Driving (FSD) software?,"The new price of Tesla’s Full‑Self Driving (FSD) software is **$15,000**.",1
101,openai/gpt-oss-120b,noise_robustness,0.2,What is the date of the premiere of House of the Dragon?,"The series premiered on **August 21, 2022**.",1
102,openai/gpt-oss-120b,noise_robustness,0.2,When is the release date for Sony's PlayStation VR2 headset?,"The Sony PlayStation VR2 headset is scheduled to be released on **February 22, 2023**.",1
103,openai/gpt-oss-120b,noise_robustness,0.2,What is the new venture launched by Tiger Woods and Rory McIlroy?,The new venture launched by Tiger Woods and Rory McIlroy is called **TMRW Sports**.,1
104,openai/gpt-oss-120b,noise_robustness,0.2,Which company recently acquired Super.tech?,ColdQuanta recently acquired Super.tech.,1
105,openai/gpt-oss-120b,noise_robustness,0.2,Who is the Heisman Trophy winner in 2022?,The 2022 Heisman Trophy was awarded to USC quarterback **Caleb Williams**.,1
106,openai/gpt-oss-120b,noise_robustness,0.2,When does The Amazing Race Season 34 premiere?,"The Amazing Race Season 34 premiered on **September 21, 2022** on CBS.",1
107,openai/gpt-oss-120b,noise_robustness,0.2,Who is the chairman of Toulouse and under whose ownership are they currently?,"The chairman (president) of Toulouse FC is **Damien Comolli**, and the club is currently owned by **RedBird Capital Partners**, which holds an 85 % majority stake.",1
108,openai/gpt-oss-120b,noise_robustness,0.2,When will the TGL (Tech-Infused Golf League) season start?,The TGL season is scheduled to begin in **January 2024**.,1
109,openai/gpt-oss-120b,noise_robustness,0.2,Who is the director of BioShock movie?,The director announced for the BioShock movie is **Francis Lawrence**.,1
110,openai/gpt-oss-120b,noise_robustness,0.2,What is the premiere date of New Amsterdam Season 5?,"The premiere date of **New Amsterdam Season 5** was **September 20, 2022** (it debuted on Tuesday, September 20, 2022 on NBC).",1
111,openai/gpt-oss-120b,noise_robustness,0.2,Who won the World Cup Final in 2022?,"Argentina won the 2022 FIFA World Cup Final, defeating France in a penalty shoot‑out (4‑2 after a 3‑3 draw).",1
112,openai/gpt-oss-120b,noise_robustness,0.2,Who is the chief meteorologist for KPLR-TV?,John Fuller is the chief meteorologist for KPLR‑TV.,1
113,openai/gpt-oss-120b,noise_robustness,0.2,Who is the new head of development at Riff Raff Entertainment?,The new head of development at Riff Raff Entertainment is **Katie Sinclair**.,1
114,openai/gpt-oss-120b,noise_robustness,0.2,How much money did Texas Tech pay Marlene Stollings in the settlement?,"Texas Tech paid Marlene Stollings roughly **$740 000** in the settlement (the agreement breaks down as $300,000 for compensatory damages, $300,000 for attorneys’ fees and expenses, and $140,666 for back wages, totaling a little more than $740 k).",0
115,openai/gpt-oss-120b,noise_robustness,0.2,Who acquired a stake in FromSoftware?,Sony Interactive Entertainment and Tencent (through its subsidiary Sixjoy Hong Kong Limited) acquired a stake in FromSoftware. Together they own about 30 % of the company (Sony ≈ 14.09 % and Tencent ≈ 16.25 %).,1
116,openai/gpt-oss-120b,noise_robustness,0.2,Who is the new Coach for The Voice Season 22?,The new Coach for **The Voice Season 22** is **Camila Cabello**.,1
117,openai/gpt-oss-120b,noise_robustness,0.2,What was the unemployment rate in August 2022 in U.S.?,"The documents state that in August 2022 the U.S. unemployment rate was:

- **3.8 %** (not seasonally adjusted)  
- **3.7 %** (seasonally adjusted)  

So the unemployment rate was about 3.8 % overall, with the seasonally‑adjusted figure at 3.7 %.",0
118,openai/gpt-oss-120b,noise_robustness,0.2,Who did Serena Williams lose to in her last match at the U.S. Open?,Serena Williams lost to Australian player **Ajla Tomljanović** in her final U.S. Open match.,1
119,openai/gpt-oss-120b,noise_robustness,0.2,How many people were injured in the shuttle van accident on Palisades Interstate Parkway?,Eight people were injured in the shuttle‑van accident on the Palisades Interstate Parkway.,1
120,openai/gpt-oss-120b,noise_robustness,0.2,Who is the head coach of Virginia Tech football?,The head coach of Virginia Tech football is **Brent Pry**.,1
121,openai/gpt-oss-120b,noise_robustness,0.2,How did Tanya Pardazi die?,"Tanya Pardazi died in a sky‑diving accident. While on her first solo jump after completing a course with Skydive Toronto, her main parachute opened low and began to spin, leaving insufficient altitude for the reserve chute to inflate. She suffered fatal injuries from the resulting crash.",0
122,openai/gpt-oss-120b,noise_robustness,0.2,Who was named interim coach for Nebraska's 2022 season?,Mickey Joseph was named the interim head coach for Nebraska’s 2022 football season.,1
123,openai/gpt-oss-120b,noise_robustness,0.2,What is the release date of Jackie Evancho's album Carousel of Time?,"Jackie Evancho’s album **Carousel of Time** was released on **September 9, 2022**.",1
124,openai/gpt-oss-120b,noise_robustness,0.2,Which companies are part of MATANA?,"The MATANA group consists of the following six technology companies:

1. **Microsoft Corporation** (NASDAQ: MSFT)  
2. **Apple Inc.** (NASDAQ: AAPL)  
3. **Tesla, Inc.** (NASDAQ: TSLA)  
4. **Alphabet Inc.** (NASDAQ: GOOG / GOOGL)  
5. **Nvidia Corporation** (NASDAQ: NVDA)  
6. **Amazon.com, Inc.** (NASDAQ: AMZN)",1
125,openai/gpt-oss-120b,noise_robustness,0.2,Which animated series won the Emmy Award for Best Animated Program?,"Arcane, the Netflix‑streamed animated series based on Riot Games’ League of Legends, won the Emmy Award for Best Animated Program.",1
126,openai/gpt-oss-120b,noise_robustness,0.2,How many teams will be included in the expanded College Football Playoff?,The expanded College Football Playoff will include **12 teams**.,1
127,openai/gpt-oss-120b,noise_robustness,0.2,Which team will host nation Qatar play against in the opening match of the 2022 World Cup?,Qatar’s opening match of the 2022 World Cup was against **Ecuador**.,1
128,openai/gpt-oss-120b,noise_robustness,0.2,Where did Leonard Francis escape from?,"Leonard Francis fled from his house‑arrest residence – the home he was living in the Torrey Highlands community of San Diego, California.",1
129,openai/gpt-oss-120b,noise_robustness,0.2,When does the 2022 NFL Football Season begin?,"The 2022 NFL season began on **Thursday, September 8, 2022**.",1
130,openai/gpt-oss-120b,noise_robustness,0.2,When did Meta Connect take place?,"Meta Connect took place on **October 11, 2022**.",1
131,openai/gpt-oss-120b,noise_robustness,0.2,How much is the fine that Meta is facing for failing to safeguard children's information on Instagram?,"Meta is facing a fine of **405 million euros**, which is a little over **$400 million**.",1
132,openai/gpt-oss-120b,noise_robustness,0.2,When was Gotham Knights released?,"Gotham Knights was released on **October 21, 2022**.",1
133,openai/gpt-oss-120b,noise_robustness,0.2,How did Bernard Shaw die?,Bernard Shaw died from pneumonia – the family said his death was unrelated to COVID‑19.,1
134,openai/gpt-oss-120b,noise_robustness,0.2,When did Queen Elizabeth II die?,"Queen Elizabeth II died on **8 September 2022**, at **15:10 BST (3:10 p.m. UK time)**.",1
135,openai/gpt-oss-120b,noise_robustness,0.2,Where did Queen Elizabeth II die?,"Queen Elizabeth II died at Balmoral Castle in Scotland (Balmoral, Aberdeenshire).",1
136,openai/gpt-oss-120b,noise_robustness,0.2,who did Alcaraz beat in U.S. Open 2022 Men's Semifinals?,Carlos Alcaraz defeated Frances Tiafoe in the men’s singles semifinal of the 2022 U.S. Open.,1
137,openai/gpt-oss-120b,noise_robustness,0.2,when did king charles iii get crowned?,"King Charles III was crowned on **May 6, 2023**.",1
138,openai/gpt-oss-120b,noise_robustness,0.2,"What is Trace Adkins' role in ""Monarch""?","Trace Adkins is cast as **Albie Roman** – the “Texas Truthteller,” reigning King of Country Music and husband of Dottie Cantrell Roman (played by Susan Sarandon) in the Fox series *Monarch*.",1
139,openai/gpt-oss-120b,noise_robustness,0.2,When does the iPhone 14 Plus release?,"The iPhone 14 Plus was released on **October 7, 2022**.",1
140,openai/gpt-oss-120b,noise_robustness,0.2,Who stars as Susie Wallis in Susie Searches?,Kiersey Clemons stars as Susie Wallis in *Susie Searches*.,1
141,openai/gpt-oss-120b,noise_robustness,0.2,What is the new product at Chick-fil-A in fall 2022?,The new product that Chick‑fil‑A launched in the fall of 2022 is the **Autumn Spice Milkshake**.,1
142,openai/gpt-oss-120b,noise_robustness,0.2,Which team will Kyle Busch join in 2023?,Kyle Busch will join **Richard Childress Racing** for the 2023 Cup season.,1
143,openai/gpt-oss-120b,noise_robustness,0.2,What is men's year-end No 1 in tennis in 2022?,The men's year‑end No. 1 in tennis for 2022 is **Carlos Alcaraz**.,1
144,openai/gpt-oss-120b,noise_robustness,0.2,Who was playing Lex Luthor in Titans?,Titus Welliver is playing Lex Luthor in the fourth season of Titans.,1
145,openai/gpt-oss-120b,noise_robustness,0.2,What is Columbia University's QS ranking in 2023?,Columbia University was ranked **22nd** in the QS World University Rankings for 2023.,1
146,openai/gpt-oss-120b,noise_robustness,0.2,Who was the first Asian man to win Lead Actor in a Drama Series?,The first Asian man to win the Emmy for Lead Actor in a Drama Series was **Lee Jung‑jae**.,1
147,openai/gpt-oss-120b,noise_robustness,0.2,How much did Google acquire Mandiant for?,Google acquired Mandiant for approximately **$5.4 billion**.,1
148,openai/gpt-oss-120b,noise_robustness,0.2,What was the inflation rate in the U.S. in August 2022?,The inflation rate in the United States in August 2022 was **8.3 %** year‑over‑year.,0
149,openai/gpt-oss-120b,noise_robustness,0.2,Who is receiving the 39th Walter Cronkite Award for Excellence in Journalism?,"Gayle King, the co‑host of CBS Mornings, is the recipient of the 39th Walter Cronkite Award for Excellence in Journalism.",1
150,openai/gpt-oss-120b,noise_robustness,0.2,What is the name of the sequel to The Legend of Zelda: Breath of the Wild?,The sequel to **The Legend of Zelda: Breath of the Wild** is titled **The Legend of Zelda: Tears of the Kingdom**.,1
151,openai/gpt-oss-120b,noise_robustness,0.2,when was The Legend of Zelda: Tears of the Kingdom released?,"The Legend of Zelda: Tears of the Kingdom was released on **May 12, 2023**.",1
152,openai/gpt-oss-120b,noise_robustness,0.2,When was Hocus Pocus 2 released on Disney+?,"Hocus Pocus 2 was released on Disney+ on **September 30, 2022**.",1
153,openai/gpt-oss-120b,noise_robustness,0.2,When is ACL 2023 taking place?,"ACL 2023 (the 61st Annual Meeting of the Association for Computational Linguistics) is scheduled to take place in Toronto, Canada from **July 9 to July 14, 2023**.",1
154,openai/gpt-oss-120b,noise_robustness,0.2,Where is ACL 2023 taking place?,"ACL 2023 is being held in Toronto, Canada, at the Westin Harbour Castle (1 Harbour Square, Toronto, ON M5J 1A6).",1
155,openai/gpt-oss-120b,noise_robustness,0.2,When is EMNLP 2023 taking place?,"EMNLP 2023 is scheduled to take place from **December 6 to December 10, 2023** in Singapore.",1
156,openai/gpt-oss-120b,noise_robustness,0.2,Where is EMNLP 2023 taking place?,EMNLP 2023 is being held in **Singapore**.,1
157,openai/gpt-oss-120b,noise_robustness,0.2,What is the starting price for Virginia Tech 2023 football season tickets?,The starting price for Virginia Tech’s 2023 football season tickets is **$350 per ticket**.,1
