Experiment ID,Judge Model,Embedding Model,Chunking Strategy,Generator LLM,Retrieval Method,Re-ranking Method,Context Ordering,TRACe Context Relevance ↑,TRACe Context Utilization ↑,TRACe Completeness ↑,TRACe Adherence ↑,Valid_Judge_response,Context Relevance RMSE ↓,Context Utilization RMSE ↓,Completeness RMSE ↓,Adherence AUROC ↑
GK-010,openai/gpt-oss-120b,e5-large-v2,whole_doc,llama-3.3-70b-versatile,hybrid,cross_encoder,forward,0.1656,0.1456,0.8127,0.86,23/25,0.0945,0.0852,0.4181,
GK-011,openai/gpt-oss-120b,e5-large-v2,whole_doc,llama-3.3-70b-versatile,hybrid,cross_encoder,reverse,0.161,0.141,0.8567,0.86,25/25,0.0909,0.0722,0.3124,
GK-012,openai/gpt-oss-120b,e5-large-v2,whole_doc,llama-3.3-70b-versatile,hybrid,cross_encoder,sides,0.1631,0.1295,0.8248,0.8867,25/25,0.0748,0.0813,0.4349,
GK-013,openai/gpt-oss-120b,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,dense,none,forward,0.2029,0.1672,0.8524,0.86,25/25,0.1172,0.0896,0.3999,
GK-014,openai/gpt-oss-120b,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,dense,none,reverse,0.2271,0.1727,0.808,0.9133,23/25,0.1161,0.086,0.3615,
GK-015,openai/gpt-oss-120b,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,dense,none,sides,0.2189,0.1652,0.8,0.86,24/25,0.0951,0.1212,0.4363,
GK-016,openai/gpt-oss-120b,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,dense,cross_encoder,forward,0.2126,0.1691,0.7353,0.78,24/25,0.125,0.0836,0.5027,
GK-017,openai/gpt-oss-120b,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,dense,cross_encoder,reverse,0.218,0.1478,0.706,0.9,24/25,0.0945,0.1066,0.444,
GK-018,openai/gpt-oss-120b,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,dense,cross_encoder,sides,0.2244,0.1734,0.8467,0.7667,25/25,0.0877,0.0787,0.3627,
GK-019,openai/gpt-oss-120b,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,hybrid,none,forward,0.1927,0.1713,0.87,0.9,24/25,0.0903,0.085,0.3362,
GK-020,openai/gpt-oss-120b,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,hybrid,none,reverse,0.2434,0.1734,0.7307,0.94,23/25,0.1098,0.1133,0.3508,
GK-021,openai/gpt-oss-120b,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,hybrid,none,sides,0.2141,0.1613,0.804,0.88,23/25,0.0867,0.1018,0.326,
GK-022,openai/gpt-oss-120b,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,hybrid,cross_encoder,forward,0.2091,0.1656,0.7353,0.78,24/25,0.1229,0.0789,0.5027,
GK-023,openai/gpt-oss-120b,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,hybrid,cross_encoder,reverse,0.2173,0.1443,0.6927,0.9,24/25,0.0937,0.103,0.4389,
GK-024,openai/gpt-oss-120b,e5-large-v2,sentence_3o1,llama-3.3-70b-versatile,hybrid,cross_encoder,sides,0.2239,0.173,0.8467,0.7667,25/25,0.0875,0.0783,0.3627,
GK-025,openai/gpt-oss-120b,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,dense,none,forward,0.1621,0.1387,0.838,0.84,25/25,0.0898,0.0669,0.3844,
GK-026,openai/gpt-oss-120b,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,dense,none,reverse,0.1968,0.1362,0.736,0.86,25/25,0.0846,0.0965,0.43,
GK-027,openai/gpt-oss-120b,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,dense,none,sides,0.1597,0.1385,0.794,0.86,22/25,0.0909,0.0909,0.4456,
GK-028,openai/gpt-oss-120b,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,dense,cross_encoder,forward,0.1643,0.1356,0.7753,0.82,24/25,0.0952,0.0978,0.4641,
GK-029,openai/gpt-oss-120b,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,dense,cross_encoder,reverse,0.1647,0.1368,0.8433,0.82,25/25,0.0829,0.0799,0.4159,
GK-030,openai/gpt-oss-120b,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,dense,cross_encoder,sides,0.1814,0.1337,0.8014,0.92,25/25,0.0722,0.0948,0.3961,
GK-032,openai/gpt-oss-120b,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,hybrid,none,reverse,0.1836,0.1429,0.82,0.86,24/25,0.077,0.0918,0.3737,
GK-033,openai/gpt-oss-120b,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,hybrid,none,sides,0.1751,0.1514,0.8233,0.92,24/25,0.0987,0.0882,0.4338,
GK-034,openai/gpt-oss-120b,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,hybrid,cross_encoder,forward,0.1643,0.1356,0.7753,0.82,24/25,0.0952,0.0978,0.4641,
GK-035,openai/gpt-oss-120b,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,hybrid,cross_encoder,reverse,0.1647,0.1368,0.8433,0.82,25/25,0.0829,0.0799,0.4159,
GK-036,openai/gpt-oss-120b,e5-large-v2,sliding_5o2,llama-3.3-70b-versatile,hybrid,cross_encoder,sides,0.1814,0.1337,0.8014,0.92,25/25,0.0722,0.0948,0.3961,
GK-037,openai/gpt-oss-120b,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,dense,none,forward,0.434,0.396,0.9133,0.9,25/25,0.2514,0.2571,0.2799,
GK-038,openai/gpt-oss-120b,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,dense,none,reverse,0.434,0.374,0.8733,0.84,25/25,0.2514,0.2721,0.3628,
GK-039,openai/gpt-oss-120b,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,dense,none,sides,0.434,0.374,0.8733,0.8,25/25,0.2514,0.2721,0.3628,
GK-041,openai/gpt-oss-120b,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,dense,cross_encoder,reverse,0.434,0.374,0.8733,0.84,25/25,0.2514,0.2721,0.3628,
GK-042,openai/gpt-oss-120b,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,dense,cross_encoder,sides,0.434,0.39,0.9133,0.88,25/25,0.2514,0.2616,0.3027,
GK-043,openai/gpt-oss-120b,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,hybrid,none,forward,0.434,0.394,0.9333,0.9,25/25,0.2514,0.2647,0.3167,
GK-044,openai/gpt-oss-120b,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,hybrid,none,reverse,0.434,0.374,0.8733,0.8,25/25,0.2514,0.2721,0.3628,
GK-045,openai/gpt-oss-120b,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,hybrid,none,sides,0.434,0.374,0.8733,0.84,25/25,0.2514,0.2721,0.3628,
GK-046,openai/gpt-oss-120b,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,hybrid,cross_encoder,forward,0.434,0.396,0.9333,0.94,25/25,0.2514,0.2622,0.2972,
GK-047,openai/gpt-oss-120b,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,hybrid,cross_encoder,reverse,0.434,0.374,0.8733,0.84,25/25,0.2514,0.2721,0.3628,
GK-048,openai/gpt-oss-120b,e5-large-v2,fixed_120w,llama-3.3-70b-versatile,hybrid,cross_encoder,sides,0.434,0.39,0.9133,0.88,25/25,0.2514,0.2616,0.3027,
GK-049,openai/gpt-oss-120b,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,dense,none,forward,0.1636,0.148,0.844,0.84,24/25,0.0963,0.0865,0.4344,
GK-050,openai/gpt-oss-120b,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,dense,none,reverse,0.1651,0.1557,0.9333,0.9,23/25,0.0855,0.0694,0.3066,
GK-051,openai/gpt-oss-120b,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,dense,none,sides,0.1733,0.1422,0.8648,0.86,24/25,0.0758,0.0851,0.4236,
GK-052,openai/gpt-oss-120b,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,dense,cross_encoder,forward,0.1656,0.1456,0.8127,0.86,23/25,0.0945,0.0852,0.4181,
GK-053,openai/gpt-oss-120b,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,dense,cross_encoder,reverse,0.161,0.141,0.8567,0.86,25/25,0.0909,0.0722,0.3124,
GK-054,openai/gpt-oss-120b,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,dense,cross_encoder,sides,0.1631,0.1295,0.8248,0.8867,25/25,0.0748,0.0813,0.4349,
GK-055,openai/gpt-oss-120b,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,hybrid,none,forward,0.1638,0.1374,0.798,0.86,23/25,0.0938,0.0908,0.4234,
GK-056,openai/gpt-oss-120b,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,hybrid,none,reverse,0.1706,0.1471,0.8907,0.9,24/25,0.0842,0.0684,0.3336,
GK-057,openai/gpt-oss-120b,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,hybrid,none,sides,0.1595,0.1262,0.7581,0.82,23/25,0.09,0.0895,0.4578,
GK-058,openai/gpt-oss-120b,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,hybrid,cross_encoder,forward,0.1656,0.1456,0.8127,0.86,23/25,0.0945,0.0852,0.4181,
GK-059,openai/gpt-oss-120b,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,hybrid,cross_encoder,reverse,0.161,0.141,0.8567,0.86,25/25,0.0909,0.0722,0.3124,
GK-060,openai/gpt-oss-120b,all-MiniLM-L6-v2,whole_doc,llama-3.3-70b-versatile,hybrid,cross_encoder,sides,0.1631,0.1295,0.8248,0.8867,25/25,0.0748,0.0813,0.4349,
GK-061,openai/gpt-oss-120b,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,dense,none,forward,0.2153,0.1612,0.8167,0.9,25/25,0.0935,0.0805,0.3061,
GK-062,openai/gpt-oss-120b,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,dense,none,reverse,0.2338,0.1621,0.7333,0.84,25/25,0.1073,0.1078,0.4054,
GK-063,openai/gpt-oss-120b,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,dense,none,sides,0.228,0.1772,0.764,0.82,23/25,0.1042,0.0786,0.286,
GK-064,openai/gpt-oss-120b,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,dense,cross_encoder,forward,0.2091,0.1656,0.7353,0.78,24/25,0.1229,0.0789,0.5027,
GK-065,openai/gpt-oss-120b,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,dense,cross_encoder,reverse,0.2173,0.1443,0.6927,0.9,24/25,0.0937,0.103,0.4389,
GK-066,openai/gpt-oss-120b,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,dense,cross_encoder,sides,0.2239,0.173,0.8467,0.7667,25/25,0.0875,0.0783,0.3627,
GK-067,openai/gpt-oss-120b,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,hybrid,none,forward,0.2081,0.1837,0.8233,0.9,23/25,0.1056,0.0952,0.3193,
GK-068,openai/gpt-oss-120b,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,hybrid,none,reverse,0.2364,0.1812,0.756,0.9,23/25,0.1165,0.1193,0.3877,
GK-069,openai/gpt-oss-120b,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,hybrid,none,sides,0.2278,0.1681,0.7933,0.9,24/25,0.0767,0.1112,0.3607,
GK-070,openai/gpt-oss-120b,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,hybrid,cross_encoder,forward,0.2091,0.1656,0.7353,0.78,24/25,0.1229,0.0789,0.5027,
GK-071,openai/gpt-oss-120b,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,hybrid,cross_encoder,reverse,0.2173,0.1443,0.6927,0.9,24/25,0.0937,0.103,0.4389,
GK-072,openai/gpt-oss-120b,all-MiniLM-L6-v2,sentence_3o1,llama-3.3-70b-versatile,hybrid,cross_encoder,sides,0.2239,0.173,0.8467,0.7667,25/25,0.0875,0.0783,0.3627,
GK-073,openai/gpt-oss-120b,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,dense,none,forward,0.159,0.1318,0.808,0.88,23/25,0.0931,0.0885,0.4017,
GK-074,openai/gpt-oss-120b,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,dense,none,reverse,0.1716,0.1145,0.68,0.72,24/25,0.107,0.0871,0.4828,
GK-075,openai/gpt-oss-120b,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,dense,none,sides,0.1825,0.1374,0.7881,0.86,24/25,0.0769,0.0952,0.4667,
GK-076,openai/gpt-oss-120b,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,dense,cross_encoder,forward,0.1643,0.1356,0.7753,0.82,24/25,0.0952,0.0978,0.4641,
GK-077,openai/gpt-oss-120b,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,dense,cross_encoder,reverse,0.1647,0.1368,0.8433,0.82,25/25,0.0829,0.0799,0.4159,
GK-078,openai/gpt-oss-120b,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,dense,cross_encoder,sides,0.1814,0.1337,0.8014,0.92,25/25,0.0722,0.0948,0.3961,
GK-079,openai/gpt-oss-120b,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,hybrid,none,forward,0.1755,0.1497,0.8233,0.9267,24/25,0.1079,0.0914,0.3826,
GK-080,openai/gpt-oss-120b,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,hybrid,none,reverse,0.1718,0.1346,0.78,0.82,25/25,0.0871,0.0889,0.4248,
GK-081,openai/gpt-oss-120b,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,hybrid,none,sides,0.1761,0.1359,0.8081,0.88,25/25,0.0755,0.0954,0.4257,
GK-082,openai/gpt-oss-120b,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,hybrid,cross_encoder,forward,0.1643,0.1356,0.7753,0.82,24/25,0.0952,0.0978,0.4641,
GK-083,openai/gpt-oss-120b,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,hybrid,cross_encoder,reverse,0.1647,0.1368,0.8433,0.82,25/25,0.0829,0.0799,0.4159,
GK-084,openai/gpt-oss-120b,all-MiniLM-L6-v2,sliding_5o2,llama-3.3-70b-versatile,hybrid,cross_encoder,sides,0.1814,0.1337,0.8014,0.92,25/25,0.0722,0.0948,0.3961,
GK-085,openai/gpt-oss-120b,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,dense,none,forward,0.426,0.388,0.9333,0.86,25/25,0.2478,0.2588,0.2972,
GK-086,openai/gpt-oss-120b,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,dense,none,reverse,0.418,0.35,0.8333,0.88,25/25,0.2419,0.2638,0.4143,
GK-087,openai/gpt-oss-120b,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,dense,none,sides,0.426,0.366,0.8733,0.82,25/25,0.2478,0.2515,0.3027,
GK-088,openai/gpt-oss-120b,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,dense,cross_encoder,forward,0.434,0.396,0.9333,0.94,25/25,0.2514,0.2622,0.2972,
GK-089,openai/gpt-oss-120b,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,dense,cross_encoder,reverse,0.434,0.374,0.8733,0.84,25/25,0.2514,0.2721,0.3628,
GK-090,openai/gpt-oss-120b,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,dense,cross_encoder,sides,0.434,0.39,0.9133,0.88,25/25,0.2514,0.2616,0.3027,
GK-091,openai/gpt-oss-120b,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,hybrid,none,forward,0.434,0.38,0.8933,0.92,25/25,0.2514,0.2567,0.3188,
GK-092,openai/gpt-oss-120b,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,hybrid,none,reverse,0.434,0.374,0.8733,0.8,25/25,0.2514,0.2721,0.3628,
GK-093,openai/gpt-oss-120b,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,hybrid,none,sides,0.434,0.39,0.9133,0.92,25/25,0.2514,0.2616,0.3027,
GK-094,openai/gpt-oss-120b,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,hybrid,cross_encoder,forward,0.434,0.396,0.9333,0.94,25/25,0.2514,0.2622,0.2972,
GK-095,openai/gpt-oss-120b,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,hybrid,cross_encoder,reverse,0.434,0.374,0.8733,0.84,25/25,0.2514,0.2721,0.3628,
GK-096,openai/gpt-oss-120b,all-MiniLM-L6-v2,fixed_120w,llama-3.3-70b-versatile,hybrid,cross_encoder,sides,0.434,0.39,0.9133,0.88,25/25,0.2514,0.2616,0.3027,
