id,model,ability,query,model_response,rejected
68,openai/gpt-oss-20b,negative_rejection,Where is Consensus 2022 taking place?,I can not answer the question because of the insufficient information in documents.,1
69,openai/gpt-oss-20b,negative_rejection,When did the 148th Kentucky Derby take place?,I can not answer the question because of the insufficient information in documents.,1
70,openai/gpt-oss-20b,negative_rejection,What was Tesla's revenue in Q1 2022?,I can not answer the question because of the insufficient information in documents.,1
71,openai/gpt-oss-20b,negative_rejection,When will Splatoon 3 be released?,I can not answer the question because of the insufficient information in documents.,1
72,openai/gpt-oss-20b,negative_rejection,Who acquired STX Entertainment?,The acquirer of STX Entertainment was **Najafi Companies**.,0
73,openai/gpt-oss-20b,negative_rejection,When did Orrin G. Hatch pass away?,I can not answer the question because of the insufficient information in documents.,1
74,openai/gpt-oss-20b,negative_rejection,Who was the new CEO of CNN?,I can not answer the question because of the insufficient information in documents.,1
75,openai/gpt-oss-20b,negative_rejection,Who won the French Presidential Election 2022?,Emmanuel Macron won the 2022 French presidential election.,0
76,openai/gpt-oss-20b,negative_rejection,What is the megapixel in main camera on the iPhone 14 Pro?,I can not answer the question because of the insufficient information in documents.,1
77,openai/gpt-oss-20b,negative_rejection,How much does it cost to rent a tool kit for Apple device repairs?,I can not answer the question because of the insufficient information in documents.,1
78,openai/gpt-oss-20b,negative_rejection,Where will the 2022 Met Gala take place?,,0
79,openai/gpt-oss-20b,negative_rejection,Who won the Champions League in the 2022-2023 season?,I can not answer the question because of the insufficient information in documents.,1
80,openai/gpt-oss-20b,negative_rejection,Which teams are playing in the 2021-22 NBA Finals?,I can not answer the question because of the insufficient information in documents.,1
81,openai/gpt-oss-20b,negative_rejection,What is the prize money for the Squid Game-inspired reality competition?,I can not answer the question because of the insufficient information in documents.,1
82,openai/gpt-oss-20b,negative_rejection,When was Overwatch 2 released?,"Overwatch 2 was released on **October 4, 2023**.",0
83,openai/gpt-oss-20b,negative_rejection,Who won the 2022 Tour de France?,I can not answer the question because of the insufficient information in documents.,1
84,openai/gpt-oss-20b,negative_rejection,How much was Apple's revenue in Q3? 2022,I can not answer the question because of the insufficient information in documents.,1
85,openai/gpt-oss-20b,negative_rejection,Who won the 2022 Atlanta Open?,I can not answer the question because of the insufficient information in documents.,1
86,openai/gpt-oss-20b,negative_rejection,What was the revenue of AWS in Q2 2022?,I can not answer the question because of the insufficient information in documents.,1
87,openai/gpt-oss-20b,negative_rejection,when was xenoblade chronicles 3 released?,I can not answer the question because of the insufficient information in documents.,1
88,openai/gpt-oss-20b,negative_rejection,"What is the name of the horse in the movie ""Nope""?",The horse in the movie **“Nope”** is named **Sallie Gardner**.,0
89,openai/gpt-oss-20b,negative_rejection,When did Neal Lemlein pass away?,I can not answer the question because of the insufficient information in documents.,1
90,openai/gpt-oss-20b,negative_rejection,Who is the lead actor in the film Carter?,I can not answer the question because of the insufficient information in documents.,1
91,openai/gpt-oss-20b,negative_rejection,When was BlenderBot 3 released?,I can not answer the question because of the insufficient information in documents.,1
92,openai/gpt-oss-20b,negative_rejection,which company invented BlenderBot 3?,BlenderBot 3 was invented by Meta (the parent company of Facebook).,0
93,openai/gpt-oss-20b,negative_rejection,When was ChatGPT released?,I can not answer the question because of the insufficient information in documents.,1
94,openai/gpt-oss-20b,negative_rejection,When was GPT4 released?,I can not answer the question because of the insufficient information in documents.,1
95,openai/gpt-oss-20b,negative_rejection,How much did Amazon agree to pay to acquire iRobot?,I can not answer the question because of the insufficient information in documents.,1
96,openai/gpt-oss-20b,negative_rejection,What is the location of the Major League Baseball Field of Dreams Game 2022?,The 2022 Major League Baseball Field of Dreams Game was played in the state of **Iowa**.,0
97,openai/gpt-oss-20b,negative_rejection,When did Microsoft release Windows 11 22H2?,I can not answer the question because of the insufficient information in documents.,1
98,openai/gpt-oss-20b,negative_rejection,When did AMD unveil Ryzen 7000 processors?,I can not answer the question because of the insufficient information in documents.,1
99,openai/gpt-oss-20b,negative_rejection,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,Simone Biles won the U.S. all‑around title at the 2022 U.S. Gymnastics Nationals.,0
100,openai/gpt-oss-20b,negative_rejection,What is the new price of Tesla's Full-Self Driving (FSD) software?,I can not answer the question because of the insufficient information in documents.,1
101,openai/gpt-oss-20b,negative_rejection,What is the date of the premiere of House of the Dragon?,I can not answer the question because of the insufficient information in documents.,1
102,openai/gpt-oss-20b,negative_rejection,When is the release date for Sony's PlayStation VR2 headset?,I can not answer the question because of the insufficient information in documents.,1
103,openai/gpt-oss-20b,negative_rejection,What is the new venture launched by Tiger Woods and Rory McIlroy?,The new venture launched by Tiger Woods and Rory McIlroy is **TGL** (the first project in partnership with the PGA Tour).,0
104,openai/gpt-oss-20b,negative_rejection,Which company recently acquired Super.tech?,I can not answer the question because of the insufficient information in documents.,1
105,openai/gpt-oss-20b,negative_rejection,Who is the Heisman Trophy winner in 2022?,The Heisman Trophy winner in 2022 was **Caleb Williams**.,0
106,openai/gpt-oss-20b,negative_rejection,When does The Amazing Race Season 34 premiere?,I can not answer the question because of the insufficient information in documents.,1
107,openai/gpt-oss-20b,negative_rejection,Who is the chairman of Toulouse and under whose ownership are they currently?,I can not answer the question because of the insufficient information in documents.,1
108,openai/gpt-oss-20b,negative_rejection,When will the TGL (Tech-Infused Golf League) season start?,I can not answer the question because of the insufficient information in documents.,1
109,openai/gpt-oss-20b,negative_rejection,Who is the director of BioShock movie?,The director of the BioShock movie is **Lawrence**.,0
110,openai/gpt-oss-20b,negative_rejection,What is the premiere date of New Amsterdam Season 5?,I can not answer the question because of the insufficient information in documents.,1
111,openai/gpt-oss-20b,negative_rejection,Who won the World Cup Final in 2022?,Argentina won the 2022 FIFA World Cup Final.,0
112,openai/gpt-oss-20b,negative_rejection,Who is the chief meteorologist for KPLR-TV?,I can not answer the question because of the insufficient information in documents.,1
113,openai/gpt-oss-20b,negative_rejection,Who is the new head of development at Riff Raff Entertainment?,I can not answer the question because of the insufficient information in documents.,1
114,openai/gpt-oss-20b,negative_rejection,How much money did Texas Tech pay Marlene Stollings in the settlement?,I can not answer the question because of the insufficient information in documents.,1
115,openai/gpt-oss-20b,negative_rejection,Who acquired a stake in FromSoftware?,"The document states that **Sixjoy** will purchase 1,703 shares of FromSoftware, thereby acquiring a stake in the company. (Kadokawa is noted as retaining a 69.66 % majority stake.)",0
116,openai/gpt-oss-20b,negative_rejection,Who is the new Coach for The Voice Season 22?,I can not answer the question because of the insufficient information in documents.,1
117,openai/gpt-oss-20b,negative_rejection,What was the unemployment rate in August 2022 in U.S.?,I can not answer the question because of the insufficient information in documents.,1
118,openai/gpt-oss-20b,negative_rejection,Who did Serena Williams lose to in her last match at the U.S. Open?,I can not answer the question because of the insufficient information in documents.,1
119,openai/gpt-oss-20b,negative_rejection,How many people were injured in the shuttle van accident on Palisades Interstate Parkway?,I can not answer the question because of the insufficient information in documents.,1
120,openai/gpt-oss-20b,negative_rejection,Who is the head coach of Virginia Tech football?,The head coach of Virginia Tech football is **Brent Pry**.,0
121,openai/gpt-oss-20b,negative_rejection,How did Tanya Pardazi die?,I can not answer the question because of the insufficient information in documents.,1
122,openai/gpt-oss-20b,negative_rejection,Who was named interim coach for Nebraska's 2022 season?,I can not answer the question because of the insufficient information in documents.,1
123,openai/gpt-oss-20b,negative_rejection,What is the release date of Jackie Evancho's album Carousel of Time?,I can not answer the question because of the insufficient information in documents.,1
124,openai/gpt-oss-20b,negative_rejection,Which companies are part of MATANA?,I can not answer the question because of the insufficient information in documents.,1
125,openai/gpt-oss-20b,negative_rejection,Which animated series won the Emmy Award for Best Animated Program?,I cannot answer the question because the provided document does not contain information about which animated series won the Emmy Award for Best Animated Program.,0
126,openai/gpt-oss-20b,negative_rejection,How many teams will be included in the expanded College Football Playoff?,The expanded College Football Playoff will include **8 teams**.,0
127,openai/gpt-oss-20b,negative_rejection,Which team will host nation Qatar play against in the opening match of the 2022 World Cup?,I can not answer the question because of the insufficient information in documents.,1
128,openai/gpt-oss-20b,negative_rejection,Where did Leonard Francis escape from?,Leonard Francis escaped from his home‑detention arrangement in California.,0
129,openai/gpt-oss-20b,negative_rejection,When does the 2022 NFL Football Season begin?,I can not answer the question because of the insufficient information in documents.,1
130,openai/gpt-oss-20b,negative_rejection,When did Meta Connect take place?,"Meta Connect took place on **October 28, 2021**.",0
131,openai/gpt-oss-20b,negative_rejection,How much is the fine that Meta is facing for failing to safeguard children's information on Instagram?,,0
132,openai/gpt-oss-20b,negative_rejection,When was Gotham Knights released?,I can not answer the question because of the insufficient information in documents.,1
133,openai/gpt-oss-20b,negative_rejection,How did Bernard Shaw die?,I can not answer the question because of the insufficient information in documents.,1
134,openai/gpt-oss-20b,negative_rejection,When did Queen Elizabeth II die?,I can not answer the question because of the insufficient information in documents.,1
