id,model,ability,query,model_response,accuracy
10,openai/gpt-oss-120b,info_integration,When were Elden Ring and Splatoon 3 being released?,"Elden Ring was released on **February 25, 2022**.  
Splatoon 3 was released exclusively for the Nintendo Switch on **September 9, 2022**.",1
11,openai/gpt-oss-120b,info_integration,Who were the Male and Female Vocalists of the Year at the 2022 CMA?,The 2022 Country Music Association Awards honored **Chris Stapleton** as Male Vocalist of the Year and **Lainey Wilson** as Female Vocalist of the Year.,1
12,openai/gpt-oss-120b,info_integration,What chips do the iPhone 14 and iPhone 14 pro have?,"The iPhone 14 is powered by Apple’s **A15 Bionic** chip (a 6‑core CPU, 5‑core GPU and 16‑core Neural Engine).  
The iPhone 14 Pro uses the newer **A16 Bionic** chip.",1
13,openai/gpt-oss-120b,info_integration,When and where is Google I/O 2022 scheduled to take place?,"Google I/O 2022 is scheduled for **May 11 – May 12, 2022**, and the event will take place at the **Shoreline Amphitheatre (Shoreline Amphitheater) in Mountain View, California**.",1
14,openai/gpt-oss-120b,info_integration,What films won the 2022 and 2023 Academy Awards for Best Picture?,"The Academy Awards for Best Picture were won by:

- **2022 (94th Academy Awards):** **“CODA.”**  
- **2023 (95th Academy Awards):** **“Everything Everywhere All at Once.”**",1
15,openai/gpt-oss-120b,info_integration,When will the 95th and 94th Academy Awards be held?,"The documents indicate the following dates:

- **94th Academy Awards:** held on **Sunday, March 27, 2022** at the Dolby Theatre in Hollywood.  
- **95th Academy Awards:** held on **Sunday, March 12, 2023** at the Dolby Theatre in Hollywood.",1
16,openai/gpt-oss-120b,info_integration,What won Album of the Year at the GRAMMYs 2022 and what was the song of the year?,"There are factual errors in the provided documents.  

**Correct answer:**  
- **Album of the Year (2022 Grammy Awards):** *We Are* by **Jon Batiste**.  
- **Song of the Year (2022 Grammy Awards):** “**Leave the Door Open**” by **Silk Sonic** (Bruno Mars & Anderson . Paak).",0
17,openai/gpt-oss-120b,info_integration,Who won the men's and women's singles Australian Open 2022?,"Rafael Nadal won the men’s singles title, and Ashleigh Barty won the women’s singles title at the 2022 Australian Open.",1
18,openai/gpt-oss-120b,info_integration,Who won the men's and women's singles Australian Open 2023?,"The 2023 Australian Open singles champions were:

- **Men’s singles:** Novak Djokovic  
- **Women’s singles:** Aryna Sabalenka",1
19,openai/gpt-oss-120b,info_integration,Who are the champions of the French Open 2022 in men's and women's singles? ,I can not answer the question because of the insufficient information in documents.,0
20,openai/gpt-oss-120b,info_integration,Who won the men's and women's singles French Open 2023?,I can not answer the question because of the insufficient information in documents.,0
21,openai/gpt-oss-120b,info_integration,Who are the runners-up in the men's and women's singles at the 2023 French Open?,I can not answer the question because of the insufficient information in documents.,0
22,openai/gpt-oss-120b,info_integration,Who are the champion of the men's and women's singles at Wimbledon 2022?,"The 2022 Wimbledon singles champions were:

- **Men’s singles:** **Novak Djokovic**  
- **Women’s singles:** **Elena Rybakina**",1
23,openai/gpt-oss-120b,info_integration,Who are the champion of the men's and women's singles at Wimbledon 2023?,"The champions at Wimbledon 2023 were:

- **Men’s singles:** **Carlos Alcaraz** (defeated Novak Djokovic)  
- **Women’s singles:** **Markéta Vondroušová** (defeated Ons Jabeur)",1
24,openai/gpt-oss-120b,info_integration,How many titles have both Swiatek and Djokovic won in the 2022 season?,"In the 2022 season:

- **Iga Swiatek** captured **8 titles** (including two Grand Slams).  
- **Novak Djokovic** captured **5 titles** (the most on the ATP Tour that year).

So, taken together they won **13 titles** in 2022.",1
25,openai/gpt-oss-120b,info_integration,Who are the champions of the U.S. Open 2022 men's and women's singles?,The 2022 US Open singles champions were **Carlos Alcaraz** in the men’s draw and **Iga Świątek** in the women’s draw.,0
26,openai/gpt-oss-120b,info_integration,What were Tesla's revenues in Q1 and Q2 of 2022 respectively?,"Tesla’s revenues were:

- **Q1 2022:** $18.76 billion  
- **Q2 2022:** $16.93 billion  

These figures are taken directly from the cited documents.",1
27,openai/gpt-oss-120b,info_integration,Who won the French Presidential Election 2022 and who were the candidates?,"The 2022 French presidential election was won by **Emmanuel Macron**, who was re‑elected for a second term.

The document lists the following people who were candidates in the 2022 race:

* **Emmanuel Macron** – incumbent president (candidate of La République En Marche)  
* **Marine Le Pen** – president of the National Rally (RN) and former National Front (FN) candidate  
* **Philippe Poutou** – candidate of the far‑left French Communist Party (PCF)  
* **Jean‑Luc Mélenchon** – candidate of La France Insoumise (LFI)  
* **Nathalie Arthaud** – communist revolutionary candidate  
* **Jean Lassalle** – candidate of the Résistons! banner  
* **Joachim Son‑Forget** – former LREM MP who formed the Valeur Absolue party  

These are the candidates mentioned in the provided document.",1
28,openai/gpt-oss-120b,info_integration,Where and when will the 2022 Met Gala take place?,"The 2022 Met Gala is scheduled to be held at the **Metropolitan Museum of Art in New York City** on **Monday, May 2 2022** (the first Monday of May).",1
29,openai/gpt-oss-120b,info_integration,What were the revenues of Apple and Google in Q3 2022?,"Apple’s revenue in its fiscal third quarter of 2022 was **$83.0 billion**.  
Alphabet (Google)’s revenue in its calendar third quarter of 2022 was **$69.1 billion**.",1
30,openai/gpt-oss-120b,info_integration,When was the ChatGPT and GPT4 released?,"ChatGPT was launched on **November 30, 2022**.  
GPT‑4 was released later, on **March 14, 2023**.",1
31,openai/gpt-oss-120b,info_integration,What is the location and date of the Major League Baseball Field of Dreams Game 2022?,"The 2022 Major League Baseball “Field of Dreams” game was held in **Dyersville, Iowa** (at the Field of Dreams site) on **August 11, 2022**.",1
32,openai/gpt-oss-120b,info_integration,Who won the World Cup Final in 2022 and who were the runners-up?,"The 2022 World Cup Final was won by **Argentina**, with **France** finishing as the runners‑up.",1
33,openai/gpt-oss-120b,info_integration,What were the unemployment rate in August and September  2022 in the U.S.?,"According to the information in the document:

| Month (2022) | Seasonally adjusted unemployment rate | Not‑seasonally adjusted unemployment rate |
|--------------|---------------------------------------|------------------------------------------|
| **August**   | **3.7 %** | **3.8 %** |
| **September**| **3.5 %** | **3.3 %** |

These figures are reported by the Bureau of Labor Statistics (BLS) within the document.",0
34,openai/gpt-oss-120b,info_integration,Where and when did Queen Elizabeth II die?,"Queen Elizabeth II died at her Balmoral estate (Balmoral Castle) in Scotland on **8 September 2022**, at **15:10 BST (3:10 p.m. UK time)**.",1
35,openai/gpt-oss-120b,info_integration,Who stars as Susie Wallis and who is the director of Susie Searches?,"Kiersey Clemons stars as Susie Wallis, and the film is written and directed by Sophie Kargman.",1
36,openai/gpt-oss-120b,info_integration,Who are the men's and women's year-end No 1 in tennis in 2022?,"The men's year‑end No. 1 in 2022 was **Carlos Alcaraz**, and the women's year‑end No. 1 in 2022 was **Iga Świątek**.",0
37,openai/gpt-oss-120b,info_integration,What is Columbia University's and CMU's QS rankings in 2023?,"Columbia University was ranked **22nd** in the QS World University Rankings for 2023.  
Carnegie Mellon University (CMU) was ranked **52nd** in the QS World University Rankings for 2023.",1
38,openai/gpt-oss-120b,info_integration,What were the inflation and unemployment rates in the U.S. in August?,I can not answer the question because of the insufficient information in documents.,0
39,openai/gpt-oss-120b,info_integration,When and where is ACL 2023 taking place?,I can not answer the question because of the insufficient information in documents.,0
40,openai/gpt-oss-120b,info_integration,Where and when is EMNLP 2023 taking place?,"EMNLP 2023 will be held in **Singapore**. The conference (including its workshops and tutorials) is scheduled for **December 6 – 10, 2023**.",1
41,openai/gpt-oss-120b,info_integration,When and where did Queen Elizabeth II's state funeral take place?,Queen Elizabeth II’s state funeral was held on **19 September 2022** at **Westminster Abbey in London** (the ceremony began at 11 a.m. local time).,0
42,openai/gpt-oss-120b,info_integration,When and where did the Golden Globe Awards 2023 take place?,"The 2023 Golden Globe Awards were held on **Tuesday, January 10, 2023**, at the **Beverly Hilton hotel in Beverly Hills, California**.",1
43,openai/gpt-oss-120b,info_integration,Who killed Shinzo Abe and when it happened?,"Shinzo Abe was killed by the gunman Tetsuya Yamagami. The assassination took place on Friday, July 8, 2022, while Abe was delivering a campaign speech in western Japan.",1
44,openai/gpt-oss-120b,info_integration,who won the 2022 nobel prize in economics and literature?,"The 2022 Nobel Prize in Literature was awarded to **Annie Ernaux**.  

The 2022 Nobel Prize in Economic Sciences (often called the Nobel Prize in Economics) was awarded jointly to **Ben Bernanke**, **Douglas Diamond**, and **Philip Dybvig**.",1
45,openai/gpt-oss-120b,info_integration,Who played Adrianna Tomaz and Ishmael Gregor in the movie Black Adam?,"Sarah Shahi portrayed Adrianna Tomaz, and Marwan Kenzari portrayed Ishmael Gregor in *Black Adam*.",1
46,openai/gpt-oss-120b,info_integration,Who stars as Dr. Ben Seong and Addison Augustine in the Quantum Leap revival?,"Raymond Lee stars as Dr. Ben Seong, and Caitlin Bassett stars as Addison Augustine in the Quantum Leap revival.",1
47,openai/gpt-oss-120b,info_integration,What are the prices of RTX 4080 and RTX 4090 GPUs at launch?,"The documents state that at launch:

- **RTX 4080** – MSRP of **$1,199**.  
- **RTX 4090** – MSRP of **$1,599**.",1
48,openai/gpt-oss-120b,info_integration,What is the release date of Sweetwater and who is the director of the film?,"The film **Sweetwater** was released nationwide in the United States on **Friday, April 14, 2023**.  
The director of the film is **Martin Guigui**.",1
49,openai/gpt-oss-120b,info_integration,Who voice Batman and Redbird in Batwheels?,"Ethan Hawke provides the voice of Batman, and Jordan Reed provides the voice of Redbird in **Batwheels**.",1
50,openai/gpt-oss-120b,info_integration,When did Rishi Sunak and Liz Truss become Prime Ministers of the UK?,"Rishi Sunak became Prime Minister on **25 October 2022**.  
Liz Truss became Prime Minister on **6 September 2022**.",1
51,openai/gpt-oss-120b,info_integration,How much do the Netflix Basic with Ads and without ADs subscription cost?,,0
52,openai/gpt-oss-120b,info_integration,Where and when does The White Lotus Season 2 take place?,"**Where:**  
The second season of *The White Lotus* is set on the Italian island of **Sicily**. Most of the on‑screen action takes place at the luxury resort that stands in for the titular “White Lotus” hotel – the **San Domenico Palace** (a former 15th‑century monastery now operated by the Four Seasons group) in Taormina on Sicily’s north‑east coast. Exterior scenes were also shot around Taormina, Palermo, Noto and the nearby Ionian Sea, with the island’s landmark volcano, **Mount Etna**, featuring prominently.

**When:**  
The season premiered on **October 30, 2022** on HBO and HBO Max.",1
53,openai/gpt-oss-120b,info_integration,Which party controls the house and the senate after the 2022 midterm elections?,"After the 2022 midterm elections, the **Republican Party** retained control of the **U.S. House of Representatives**, while the **Democratic Party** held the majority in the **U.S. Senate**.",0
54,openai/gpt-oss-120b,info_integration,Who won the U.S. Senate in Nevada and Florida in the 2022 midterm elections?,I can not answer the question because of the insufficient information in documents.,0
55,openai/gpt-oss-120b,info_integration,Who designed Naomi Biden's wedding dress and when was their wedding held?,"Naomi Biden’s ceremony gown was created by the American fashion house **Ralph Lauren** (a Grace‑Kelly‑inspired custom dress).  
The wedding took place on **Saturday, November 19, 2022** at the White House.",1
56,openai/gpt-oss-120b,info_integration,What groupings are France and Germany in World Cup 2022? ,"France was drawn into **Group D** at the 2022 FIFA World Cup, while Germany was drawn into **Group E**.",1
57,openai/gpt-oss-120b,info_integration,What grouping is U.S. and Spain in World Cup 2022,"According to the information in the documents, the United States was placed in **Group B**, while Spain was placed in **Group E** for the 2022 FIFA World Cup.",1
58,openai/gpt-oss-120b,info_integration,"What groupings are Argentina and Brazil in World Cup 2022, and who are their first opponents?",I can not answer the question because of the insufficient information in documents.,0
59,openai/gpt-oss-120b,info_integration,What were the unemployment rate and inflation rate in November 2022?,"**Unemployment rate (November 2022)**  
- Seasonally‑adjusted U.S. unemployment rate: **3.7 %**  
- (The document also notes the non‑seasonally‑adjusted rate was 3.4 %, but the commonly‑cited figure is the seasonally‑adjusted 3.7 %.)  

**Inflation rate (November 2022)**  
- Consumer Prices Index (CPI) annual inflation: **10.7 %** (the 12‑month increase to November 2022).  

So, in November 2022 the United States had an unemployment rate of about **3.7 %**, and the CPI‑based inflation rate was about **10.7 %** year‑over‑year.",0
60,openai/gpt-oss-120b,info_integration,Who did the USA and Germany play in the round of 16 at 2022 FIFA World Cup?,I can not answer the question because of the insufficient information in documents.,0
61,openai/gpt-oss-120b,info_integration,Who are the semi opponents of Argentina and Germany in the World Cup?,I can not answer the question because of the insufficient information in documents.,0
62,openai/gpt-oss-120b,info_integration,"Who is starring Barbie and Ken in the movie ""Barbie""?","Based on the information in the provided documents:

- **Barbie** is played by **Margot Robbie**.  
- **Ken** is portrayed by several actors, the most prominently mentioned being **Ryan Gosling** (with additional Ken portrayals by Kingsley Ben‑Adir, Simu Liu and Ncuti Gatwa).",1
63,openai/gpt-oss-120b,info_integration,When are the championship game of the Patriot League Men’s and Women's Lacrosse Championship 2023?,"The Patriot League championship games were held on the following dates in 2023:

- **Men’s Lacrosse Championship:** Sunday, May 7, 2023 (the Army West Point Black Knights defeated Loyola Maryland).  
- **Women’s Lacrosse Championship:** Saturday, May 6, 2023 (the women's championship game was played and the title was celebrated).",1
64,openai/gpt-oss-120b,info_integration,How much did Avatar: The Way of Water earn in its debut weekend at U.S. and worldwide?,"According to the information in the provided document, **Avatar: The Way of Water earned $134 million in its debut (opening) weekend in the United States (domestic box office)**, and **a total of $435 million worldwide (including the $301 million from international markets)**.",1
65,openai/gpt-oss-120b,info_integration,What movies won the Oscars for Best Animated Film and Best Picture in 2023?,"- **Best Animated Feature (2023):** *Guillermo del Toro’s Pinocchio*  
- **Best Picture (2023):** *Everything Everywhere All at Once*",0
66,openai/gpt-oss-120b,info_integration,Which teams won the Peach Bowl 2022 and Super Bowl 2022?,"- **Peach Bowl 2022:** The Georgia Bulldogs defeated Ohio State, winning 42 – 41.  
- **Super Bowl 2022 (Super Bowl LVI):** The Los Angeles Rams defeated the Cincinnati Bengals, winning 23 – 20.",1
67,openai/gpt-oss-120b,info_integration,What are the prices of Microsoft 365 Basic per month and per year?,The document states that Microsoft 365 Basic is priced at **USD 1.99 per month** (or **USD 19.99 per year**).,0
68,openai/gpt-oss-120b,info_integration,When does Scream VI release amd who directed it?,"Scream VI opened in theaters on **March 10, 2023** (after a March 6, 2023 premiere at the AMC Lincoln Square Theater).  
The film was directed by **Matt Bettinelli‑Olpin and Tyler Gillett**.",0
69,openai/gpt-oss-120b,info_integration,What was the annual GDP growth rates of the U.S. and China economy in 2022?,"The documents indicate that in 2022:

- The United States’ real gross domestic product grew about **2.1 percent** year‑over‑year.  
- China’s gross domestic product grew about **3 percent** year‑over‑year.",0
70,openai/gpt-oss-120b,info_integration,Who will be playing the role of Billy Batson and Hespera in Shazam! Fury of the Gods?,"According to the information provided, **Billy Batson is portrayed by Asher Angel** (with his adult superhero form, Shazam, played by Zachary Levi), and **the goddess Hespera is portrayed by Dame Helen Mirren**.",1
71,openai/gpt-oss-120b,info_integration,Who won the Best R&B Album and Best Rap Album at the 2023 Grammys?,I can not answer the question because of the insufficient information in documents.,0
72,openai/gpt-oss-120b,info_integration,What is Google's and Baidu's new AI chatbots called?,"Google’s new AI chatbot is called **Bard**.  
Baidu’s new AI chatbot is called **Wenxin Yiyan** in Chinese, known in English as **ERNIE Bot**.",1
73,openai/gpt-oss-120b,info_integration,Who founded midjourney and Stability AI?,"- **Midjourney** was founded by **David Holz**.  
- **Stability AI** was founded by **Mohammad Emad Mostaque**.",1
74,openai/gpt-oss-120b,info_integration,Who are the new CEO of Pinterest and Twitter,"The new CEOs are:

- **Pinterest:** Bill Ready  
- **Twitter:** Linda Yaccarino",1
75,openai/gpt-oss-120b,info_integration,What is the release dates for Pikmin 4 and Splatoon 3 on Nintendo Switch?,"According to the information in the document:

- **Pikmin 4** was released for the Nintendo Switch on **July 21, 2023**.  
- **Splatoon 3** was released for the Nintendo Switch on **September 9, 2023**.",1
76,openai/gpt-oss-120b,info_integration,Which team won Super Bowl LVII and who was the MVP of the game?,"The Kansas City Chiefs won Super Bowl LVII, and the game’s MVP was quarterback **Patrick Mahomes**.",1
77,openai/gpt-oss-120b,info_integration,Who trained LLaMA and Alpaca? ,"According to the document:

- **LLaMA** was trained by **Meta AI** (the research team at Meta).  
- **Alpaca** was fine‑tuned (trained) by the **Stanford University research group** (the Stanford team that adapted LLaMA using OpenAI‑generated data).",1
78,openai/gpt-oss-120b,info_integration,Which movie won Best Picture and Best International Feature Film at the 95th Academy Awards Ceremony?,I can not answer the question because of the insufficient information in documents.,0
79,openai/gpt-oss-120b,info_integration,"Who won Best Director, Actor at the 95th Academy Awards Ceremony?","**Best Director:** Daniel Kwan and Daniel Scheinert (the “Daniels”) for *Everything Everywhere All at Once*  
**Best Actor:** Brendan Fraser for *The Whale*",1
80,openai/gpt-oss-120b,info_integration,Who won Best Actor and Best Actress at the 95th Academy Awards Ceremony?,I can not answer the question because of the insufficient information in documents.,0
81,openai/gpt-oss-120b,info_integration,Who won the Best Actress and Best Supporting Actress at the 95th Academy Awards Ceremony?,"The 95th Academy Awards honored **Michelle Yeoh** as the winner of **Best Actress** for her performance in *Everything Everywhere All at Once*, and **Jamie Lee Curtis** as the winner of **Best Supporting Actress** for the same film.",1
82,openai/gpt-oss-120b,info_integration,Which movies won Best International Feature Film and Best Animated Feature Film at the 95th Academy Awards Ceremony?,"- **Best International Feature Film:** *All Quiet on the Western Front*  
- **Best Animated Feature Film:** *Guillermo del Toro’s Pinocchio*",0
83,openai/gpt-oss-120b,info_integration,Who won The Voice Season 23 and Season 22?,"There are factual errors in the provided documents.  

**Correct winners:**
- **The Voice Season 22** was won by country artist **Bryce Leatherwood**.  
- **The Voice Season 23** was won by singer **Gina Miles**.",1
84,openai/gpt-oss-120b,info_integration,Who are the CEOs of Hasbro and burberry?,"- **Hasbro:** Chris Cocks is the chief executive officer (CEO) of Hasbro.  
- **Burberry:** Jonathan Akeroyd is the chief executive officer (CEO) of Burberry.",1
85,openai/gpt-oss-120b,info_integration,Where and when is the 2023 CAA World Congress of Sports?,"The 2023 CAA World Congress of Sports is being held in **Los Angeles, California**, at the **JW Marriott Los Angeles L.A. Live** hotel.  
The conference takes place on **April 18 – April 19, 2023**.",1
86,openai/gpt-oss-120b,info_integration,"Who are the director of ""Polite Society"" and when was the release date of it?","The director of **“Polite Society”** is **Nida Manzoor**.  
The film received a limited theatrical release on **Friday, April 28, 2023**.",1
87,openai/gpt-oss-120b,info_integration,What is the name and release date of Google's foldable smartphone?,"The foldable smartphone is called the **Pixel Fold**, and it was scheduled to be released on **June 27 2023**.",1
88,openai/gpt-oss-120b,info_integration,What is the name of Google's AI image editing tool and Microsoft's ai assistant in office?,"Google’s AI image‑editing tool is called **Magic Editor**, and Microsoft’s AI assistant for Office is **Microsoft 365 Copilot**.",1
89,openai/gpt-oss-120b,info_integration,When were the chatgpt apps for ios and chatgpt api launched?,"There are factual errors in the provided documents.  

- **ChatGPT iOS app:** The correct launch date is **May 18 2023** – OpenAI announced and released the official iPhone app on that day.  

- **ChatGPT API:** The documents give conflicting dates (“Mar 15 2023” and “March 15 2022”). In reality, OpenAI announced the **ChatGPT API** on **March 1 2023** (with the API becoming generally available later that month).  

So, the iOS app was launched on May 18 2023, and the ChatGPT API was launched in **March 2023**.",1
90,openai/gpt-oss-120b,info_integration,What is the datesof the 2023 and 2022 NBA Draft?,"The NBA Draft dates are:

- **2023 NBA Draft:** Thursday, **June 22, 2023**  
- **2022 NBA Draft:** Thursday, **June 23, 2022**",1
91,openai/gpt-oss-120b,info_integration,Who won the U.S. Open golf tournament 2023 and the 2023 Open Championship?,"- **U.S. Open 2023:** Wyndham Clark won the 2023 U.S. Open.  
- **2023 Open Championship (British Open):** Brian Harman won the 2023 Open Championship.",1
92,openai/gpt-oss-120b,info_integration,Who were the MVP of Super Bowl 2022 and 2023,"The MVPs were:

- **Super Bowl 2022 (Super Bowl LVI):** Cooper Kupp  
- **Super Bowl 2023 (Super Bowl LVII):** Patrick Mahomes",1
93,openai/gpt-oss-120b,info_integration,Who won the 2022 Nobel Prize for chemistry?,"The 2022 Nobel Prize in Chemistry was awarded jointly to **Carolyn R. Bertozzi**, **Morten Meldal**, and **K. Barry Sharpless**.",1
94,openai/gpt-oss-120b,info_integration,When is Google I/O 2022 scheduled to take place?,"Google I/O 2022 was scheduled to take place on **May 11, 2022**.",0
95,openai/gpt-oss-120b,info_integration,Which teams are playing in the 2021-22 NBA Finals?,The 2021‑22 NBA Finals were contested between the **Golden State Warriors** and the **Boston Celtics**.,1
96,openai/gpt-oss-120b,info_integration,Who acquired a stake in FromSoftware?,Sixjoy – a subsidiary of Tencent – purchased a 16.25 % stake in FromSoftware.,0
97,openai/gpt-oss-120b,info_integration,Which companies are part of MATANA?,I can not answer the question because of the insufficient information in documents.,0
98,openai/gpt-oss-120b,info_integration,Where are Apple's first two stores in India?,"Apple’s first two retail stores in India are:

- **Apple BKC** in Mumbai (located in the Bandra Kurla Complex).  
- **Apple Saket** in New Delhi (located in the Saket neighborhood).",1
99,openai/gpt-oss-120b,info_integration,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"Jessie Diggins earned two medals at the Beijing 2022 Winter Olympics:

* **Silver** – women’s 30 kilometre mass‑start race.  
* **Bronze** – women’s individual sprint (free technique).",1
