id,model,ability,noise_ratio,query,model_response,accuracy
15,llama-3.3-70b-versatile,noise_robustness,0.6,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"The recipients of the 2022 Ivan Allen Jr. Prize for Social Courage are Ford Greene, Ralph Long Jr., Lawrence Williams, and Ronald Yancey, who were Georgia Tech's first Black students and graduate.",1
16,llama-3.3-70b-versatile,noise_robustness,0.6,What is the codename for Google's AR headset project?,The codename for Google's AR headset project is Project Iris.,1
17,llama-3.3-70b-versatile,noise_robustness,0.6,What is the name of Meta's AI supercomputer?,The name of Meta's AI supercomputer is the AI Research Supercluster (RSC).,1
18,llama-3.3-70b-versatile,noise_robustness,0.6,When will American students start taking digital SAT exams?,"American students will start taking digital SAT exams in 2024, as part of the SAT School Day administration, while international students can register to take the digital SAT in spring 2023. Additionally, the PSAT/NMSQT and PSAT 8/9 will be offered digitally in fall 2023, allowing students to familiarize themselves with the digital testing experience before taking the digital SAT in 2024.",1
19,llama-3.3-70b-versatile,noise_robustness,0.6,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games start on Friday, March 4, 2022.",1
20,llama-3.3-70b-versatile,noise_robustness,0.6,Super Bowl 2022 date,"The Super Bowl 2022 date is Sunday, February 13, 2022.",1
21,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the 2022 Nobel Prize for chemistry?,"The 2022 Nobel Prize in Chemistry was awarded to Carolyn R. Bertozzi, Morten Meldal, and K. Barry Sharpless for the development of click chemistry and bioorthogonal chemistry.",1
22,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the Super Bowl 2022?,The Los Angeles Rams won Super Bowl LVI (2022) by defeating the Cincinnati Bengals with a score of 23-20.,1
23,llama-3.3-70b-versatile,noise_robustness,0.6,Who won women's 500m speed skating at the 2022 Winter Olympics?,Erin Jackson of the United States won the women's 500m speed skating gold medal at the 2022 Winter Olympics with a time of 37.04.,1
24,llama-3.3-70b-versatile,noise_robustness,0.6,When was Lost Ark game release on Steam?,"The Lost Ark game was released on Steam on February 11, 2022, for the general public, while Founders Pack owners had early access starting on February 8, 2022.",1
25,llama-3.3-70b-versatile,noise_robustness,0.6,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"According to the document, Jessie Diggins won the following medals in the Beijing 2022 Olympic Games:

1. Bronze medal in the women's sprint (becoming the first American to win an individual Olympic medal in a cross-country sprint)
2. Silver medal in the women's 30 kilometer freestyle (earning the U.S.' last medal on the last day of the Olympics)

Note: The document also mentions that Jessie Diggins delivered a landmark moment that will be etched in U.S. Olympic history, winning a gold medal, but it does not specify the event. However, the specific events and medals mentioned are the bronze in the women's sprint and the silver in the women's 30 kilometer freestyle.",1
26,llama-3.3-70b-versatile,noise_robustness,0.6,What is the genre of The Endgame (TV show)?,The genre of The Endgame (TV show) is Crime drama and Thriller.,1
27,llama-3.3-70b-versatile,noise_robustness,0.6,When did Russia invade Ukraine?,Russia invaded Ukraine on 24 February 2022.,1
28,llama-3.3-70b-versatile,noise_robustness,0.6,When was Elden Ring being released?,"Elden Ring was released on February 25, 2022, for PS4, PS5, Xbox One, Xbox Series X, and PC.",1
29,llama-3.3-70b-versatile,noise_robustness,0.6,Who did Iga Swiatek defeat to win the Qatar Open 2022?,Iga Swiatek defeated Anett Kontaveit in the Qatar Open final to win the WTA 1000 event.,1
30,llama-3.3-70b-versatile,noise_robustness,0.6,Which country won the most medals at the 2022 Winter Olympics?,"Norway won the most medals at the 2022 Winter Olympics, with a total of 37 medals (16 golds, 8 silvers, and 13 bronzes).",1
31,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the Male Vocalist of the Year at the 2022 CMA ?,Chris Stapleton won the Male Vocalist of the Year at the 2022 CMA Awards.,1
32,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the ACC Tournament in 2022?,The Virginia Tech Hokies won the 2022 ACC Tournament.,1
33,llama-3.3-70b-versatile,noise_robustness,0.6,What chip does the iPhone 14 have?,"The iPhone 14 has the A15 Bionic chip, which is the same chip that's in the iPhone 13 Pro, but with an extra GPU core, giving it a bit more power than the A15 in the regular iPhone 13 and the iPhone SE.",1
34,llama-3.3-70b-versatile,noise_robustness,0.6,When is Google I/O 2022 scheduled to take place?,Google I/O 2022 is scheduled to take place on May 11-12.,1
35,llama-3.3-70b-versatile,noise_robustness,0.6,who will direct Irredeemable film?,Jeymes Samuel will direct the film adaptation of the graphic series 'Irredeemable and Incorruptible'.,1
36,llama-3.3-70b-versatile,noise_robustness,0.6,What is the name of China's rover on Mars?,The name of China's rover on Mars is Zhurong.,1
37,llama-3.3-70b-versatile,noise_robustness,0.6,Who is being honored with the 2022 Warrior Award?,Shad Gaspard is being honored posthumously with the 2022 Warrior Award.,1
38,llama-3.3-70b-versatile,noise_robustness,0.6,What is the weight of the Surface Laptop SE?,The weight of the Surface Laptop SE is 2.45 pounds.,1
39,llama-3.3-70b-versatile,noise_robustness,0.6,Who stars in The Lost City?,"The Lost City stars Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, and Brad Pitt.",1
40,llama-3.3-70b-versatile,noise_robustness,0.6,What happened at the Academy Awards involving Will Smith and Chris Rock?,"At the 94th Academy Awards on March 27, 2022, actor Will Smith walked onstage and slapped comedian Chris Rock across the face during Rock's presentation for Best Documentary Feature. The slap was in response to Rock's joke about Smith's wife Jada Pinkett Smith's shaved head, which she had been shaving since 2021 due to alopecia areata. After the incident, Smith returned to his seat and shouted profanity at Rock. Later that evening, Smith won the Best Actor award and apologized to the Academy, but not to Rock, in his acceptance speech. The next day, he issued an apology to Rock and the Academy through social media. As a result, Smith was banned from attending Academy events for 10 years.",1
41,llama-3.3-70b-versatile,noise_robustness,0.6,When did Apple M2 chip?,"The Apple M2 chip was unveiled at Apple's WWDC 2022 keynote on June 6, 2022.",1
42,llama-3.3-70b-versatile,noise_robustness,0.6,What film won the 2022 Academy Award for Best Picture?,The film that won the 2022 Academy Award for Best Picture is 'CODA'.,1
43,llama-3.3-70b-versatile,noise_robustness,0.6,When will the 94th Academy Awards be held?,"The 94th Academy Awards will be held on Sunday, March 27, 2022.",1
44,llama-3.3-70b-versatile,noise_robustness,0.6,When was A House Between the Earth and the Moon published?,"A House Between Earth and the Moon was published on March 29, 2022.",1
45,llama-3.3-70b-versatile,noise_robustness,0.6,Which alnum won the Album of the Year GRAMMYs 2022,"The album ""We Are"" by Jon Batiste won the Album of the Year at the 2022 Grammy Awards.",1
46,llama-3.3-70b-versatile,noise_robustness,0.6,When is the final of the 2022 FIFA World Cup?,The final of the 2022 FIFA World Cup is on December 18.,1
47,llama-3.3-70b-versatile,noise_robustness,0.6,How many vehicles did Tesla deliver in the first quarter of 2022?,"Tesla delivered 310,048 vehicles in the first quarter of 2022.",1
48,llama-3.3-70b-versatile,noise_robustness,0.6,Who acquired Twitter?,"Elon Musk acquired Twitter on October 27, 2022, for $44 billion, and became the company's new owner and CEO. Twitter was then taken private and merged into a new parent company named X Corp.",1
49,llama-3.3-70b-versatile,noise_robustness,0.6,How much did Elon Musk bought Twitter?,Elon Musk bought Twitter for $44 billion.,1
50,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the 2022 Masters Tournament?,Scottie Scheffler won the 2022 Masters Tournament.,1
51,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the women's singles Australian Open 2022?,"Ashleigh Barty won the women's singles Australian Open 2022, defeating Danielle Collins in the final with a score of 6-3, 7-6(7-2).",1
52,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the women's singles Australian Open 2023?,"Aryna Sabalenka of Belarus won the women's singles Australian Open 2023, defeating Elena Rybakina of Kazakhstan in the final with a score of 4-6, 6-3, 6-4.",1
53,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the men's singles Australian Open 2022?,"Rafael Nadal won the men's singles Australian Open 2022, defeating Daniil Medvedev in the final with a score of 2–6, 6–7(5–7), 6–4, 6–4, 7–5.",1
54,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the men's singles Australian Open 2023?,"Novak Djokovic won the men's singles Australian Open 2023, defeating Stefanos Tsitsipas in the final with a score of 6-3, 7-6(4), 7-6(5).",1
55,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the women's singles French Open 2022?,"Iga Swiatek won the women's singles French Open 2022, defeating Coco Gauff in the final with a score of 6-1, 6-3.",1
56,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the women's singles French Open 2023?,"Iga Swiatek won the women's singles French Open 2023, beating Karolina Muchova 6-2 5-7 6-4.",1
57,llama-3.3-70b-versatile,noise_robustness,0.6,Who is the runner-up in the women's singles at the 2023 French Open?,The runner-up in the women's singles at the 2023 French Open is Karolina Muchova of the Czech Republic.,1
58,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the men's singles French Open 2022?,"Rafael Nadal won the men's singles French Open 2022, defeating Casper Ruud in the final with a score of 6–3, 6–3, 6–0.",1
59,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the men's singles French Open 2023?,"Novak Djokovic won the men's singles French Open 2023, defeating Casper Ruud in the final with a score of 7-6(1), 6-3, 7-5.",1
60,llama-3.3-70b-versatile,noise_robustness,0.6,who the women's singles wimbledon 2022?,"The winner of the women's singles title at the 2022 Wimbledon Championships was Elena Rybakina, who defeated Ons Jabeur in the final with a score of 3–6, 6–2, 6–2.",1
61,llama-3.3-70b-versatile,noise_robustness,0.6,who the women's singles wimbledon 2023?,"Marketa Vondrousova is the women's singles Wimbledon 2023 champion. She became the first unseeded player to win the title in the Open Era by beating Ons Jabeur 6-4, 6-4 in the final.",1
62,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the men's singles wimbledon 2022?,Novak Djokovic won the men's singles Wimbledon 2022.,1
63,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the men's singles wimbledon 2023?,"Carlos Alcaraz won the men's singles Wimbledon 2023, defeating Novak Djokovic in the final with a score of 1-6, 7-6(6), 6-1, 3-6, 6-4.",1
64,llama-3.3-70b-versatile,noise_robustness,0.6,How many titles has Swiatek won in 2022 season?,"According to the document, Swiatek won 8 titles in the 2022 season.",1
65,llama-3.3-70b-versatile,noise_robustness,0.6,who the women's singles U.S. Open 2022?,"The winner of the women's singles U.S. Open 2022 was Iga Swiatek. She defeated Ons Jabeur in the final with a score of 6-2, 7-6 [7-5].",1
66,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the men's singles U.S. Open 2022?,"Carlos Alcaraz won the men's singles U.S. Open 2022, defeating Casper Ruud in the final with a score of 6–4, 2–6, 7–6(7–1), 6–3.",1
67,llama-3.3-70b-versatile,noise_robustness,0.6,Who is the new head coach of the Virginia Tech football team in 2022?,The new head coach of the Virginia Tech football team in 2022 is Brent Pry.,1
68,llama-3.3-70b-versatile,noise_robustness,0.6,Where is Consensus 2022 taking place?,"Consensus 2022 is taking place in Austin, Texas.",1
69,llama-3.3-70b-versatile,noise_robustness,0.6,When did the 148th Kentucky Derby take place?,"The 148th Kentucky Derby took place on Saturday, May 7, 2022, at Churchill Downs in Louisville, Kentucky.",1
70,llama-3.3-70b-versatile,noise_robustness,0.6,What was Tesla's revenue in Q1 2022?,Tesla's revenue in Q1 2022 was $18.76 billion.,1
71,llama-3.3-70b-versatile,noise_robustness,0.6,When will Splatoon 3 be released?,"Splatoon 3 was released on September 9th, 2022, exclusively on the Nintendo Switch family of systems.",1
72,llama-3.3-70b-versatile,noise_robustness,0.6,Who acquired STX Entertainment?,"STX Entertainment was acquired by The Najafi Companies, a private equity firm, for $173 million.",1
73,llama-3.3-70b-versatile,noise_robustness,0.6,When did Orrin G. Hatch pass away?,"Orrin G. Hatch passed away on April 23, 2022, at the age of 88, in Salt Lake City, Utah.",1
74,llama-3.3-70b-versatile,noise_robustness,0.6,Who was the new CEO of CNN?,The new CEO of CNN was Chris Licht. He was named CNN's new chief executive on February 28.,1
75,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the French Presidential Election 2022?,"Emmanuel Macron won the French Presidential Election 2022, comfortably winning reelection against far-right candidate Marine Le Pen.",1
76,llama-3.3-70b-versatile,noise_robustness,0.6,What is the megapixel in main camera on the iPhone 14 Pro?,The iPhone 14 Pro has a 48 megapixel camera.,1
77,llama-3.3-70b-versatile,noise_robustness,0.6,How much does it cost to rent a tool kit for Apple device repairs?,"The cost to rent a tool kit for Apple device repairs is $49, including shipping. The rental lasts for 7 days, after which you will be charged a fee and tax via a hold on your credit card.",1
78,llama-3.3-70b-versatile,noise_robustness,0.6,Where will the 2022 Met Gala take place?,The 2022 Met Gala will take place at the Metropolitan Museum of Arts in New York City.,1
79,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the Champions League in the 2022-2023 season?,Manchester City won the Champions League in the 2022-2023 season.,1
80,llama-3.3-70b-versatile,noise_robustness,0.6,Which teams are playing in the 2021-22 NBA Finals?,The teams playing in the 2021-22 NBA Finals are the Golden State Warriors (Western Conference champion) and the Boston Celtics (Eastern Conference champion).,1
81,llama-3.3-70b-versatile,noise_robustness,0.6,What is the prize money for the Squid Game-inspired reality competition?,The prize money for the Squid Game-inspired reality competition is $4.56 million.,1
82,llama-3.3-70b-versatile,noise_robustness,0.6,When was Overwatch 2 released?,"Overwatch 2 was released on October 4, 2022, in early access, with the PvP portion of the game being free-to-play. The PvE portion is scheduled to arrive at some point in 2023.",1
83,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the 2022 Tour de France?,"Jonas Vingegaard, a Danish rider from Team Jumbo-Visma, won the 2022 Tour de France by two minutes and 43 seconds over 2020 and 2021 champion Tadej Pogačar.",1
84,llama-3.3-70b-versatile,noise_robustness,0.6,How much was Apple's revenue in Q3? 2022,Apple's revenue in Q3 2022 was $83.0 billion.,1
85,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the 2022 Atlanta Open?,"Alex de Minaur won the 2022 Atlanta Open, defeating Jenson Brooksby in the final with a score of 6-3, 6-3.",1
86,llama-3.3-70b-versatile,noise_robustness,0.6,What was the revenue of AWS in Q2 2022?,The revenue of AWS in Q2 2022 was $19.7 billion.,1
87,llama-3.3-70b-versatile,noise_robustness,0.6,when was xenoblade chronicles 3 released?,"Xenoblade Chronicles 3 was released on July 29, 2022.",1
88,llama-3.3-70b-versatile,noise_robustness,0.6,"What is the name of the horse in the movie ""Nope""?","There are multiple horses mentioned in the movie ""Nope"". The names of the horses are: 

1. Lucky - portrayed as a sage and experienced equine, essential to each facet of the plot.
2. Clover - meets an untimely end (off screen), one which is surprisingly un-mourned and barely noted.
3. Ghost - a veteran equine actor, who first signals that something is awry in the sky.",1
89,llama-3.3-70b-versatile,noise_robustness,0.6,When did Neal Lemlein pass away?,"The document does not mention a person named Neal Lemlein. However, it does mention a person named Neal (likely Neal Rosson's father or another relative, but the document does not explicitly state the relationship) who passed away on July 22, 2022, in Aurora, Colorado, USA, at the age of 71, due to kidney cancer, and was born on September 29, 1950.",1
90,llama-3.3-70b-versatile,noise_robustness,0.6,Who is the lead actor in the film Carter?,"The lead actor in the film Carter is Joo Won, who plays the role of Carter Lee, also known as Michael Bane.",1
91,llama-3.3-70b-versatile,noise_robustness,0.6,When was BlenderBot 3 released?,"BlenderBot 3 was released on Friday, August 5, 2022.",1
92,llama-3.3-70b-versatile,noise_robustness,0.6,which company invented BlenderBot 3?,The company that invented BlenderBot 3 is Meta.,1
93,llama-3.3-70b-versatile,noise_robustness,0.6,When was ChatGPT released?,"ChatGPT was released on November 30, 2022.",1
94,llama-3.3-70b-versatile,noise_robustness,0.6,When was GPT4 released?,"GPT-4 was released on March 14, 2023.",1
95,llama-3.3-70b-versatile,noise_robustness,0.6,How much did Amazon agree to pay to acquire iRobot?,Amazon agreed to pay approximately $1.7 billion to acquire iRobot.,1
96,llama-3.3-70b-versatile,noise_robustness,0.6,What is the location of the Major League Baseball Field of Dreams Game 2022?,"The location of the Major League Baseball Field of Dreams Game 2022 is Dyersville, Iowa, on a field built in the middle of a cornfield, in the same location where the classic 1989 film “Field of Dreams” was shot.",1
97,llama-3.3-70b-versatile,noise_robustness,0.6,When did Microsoft release Windows 11 22H2?,"Microsoft released Windows 11 22H2 on September 20, 2022.",1
98,llama-3.3-70b-versatile,noise_robustness,0.6,When did AMD unveil Ryzen 7000 processors?,"AMD unveiled the Ryzen 7000 desktop processors on August 29th, 2022, at 7PM in a YouTube livestream.",1
99,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,Konnor McClain won the senior women's all-around title at the U.S. Gymnastics Nationals 2022.,1
100,llama-3.3-70b-versatile,noise_robustness,0.6,What is the new price of Tesla's Full-Self Driving (FSD) software?,"The new price of Tesla's Full-Self Driving (FSD) software is $15,000.",1
101,llama-3.3-70b-versatile,noise_robustness,0.6,What is the date of the premiere of House of the Dragon?,The premiere date of House of the Dragon is August 21.,1
102,llama-3.3-70b-versatile,noise_robustness,0.6,When is the release date for Sony's PlayStation VR2 headset?,The release date for Sony's PlayStation VR2 headset is 22 February 2023.,1
103,llama-3.3-70b-versatile,noise_robustness,0.6,What is the new venture launched by Tiger Woods and Rory McIlroy?,"The new venture launched by Tiger Woods and Rory McIlroy is called TMRW Sports, a technology-focused venture that aims to develop ""progressive approaches to sports, media, and entertainment.""",1
104,llama-3.3-70b-versatile,noise_robustness,0.6,Which company recently acquired Super.tech?,The company that recently acquired Super.tech is ColdQuanta.,1
105,llama-3.3-70b-versatile,noise_robustness,0.6,Who is the Heisman Trophy winner in 2022?,"The Heisman Trophy winner in 2022 is Caleb Williams, the quarterback from the University of Southern California (USC).",1
106,llama-3.3-70b-versatile,noise_robustness,0.6,When does The Amazing Race Season 34 premiere?,"The Amazing Race Season 34 premiered on Wednesday, September 21, 2022, at 10 p.m. Eastern on CBS.",1
107,llama-3.3-70b-versatile,noise_robustness,0.6,Who is the chairman of Toulouse and under whose ownership are they currently?,"The chairman of Toulouse FC is Damien Comolli. The club is currently under the ownership of RedBird Capital Partners, a US investment firm, which has acquired an 85% majority stake in the club. The previous owner, Olivier Sadran, retains a 15% stake in the club and remains a member of the board of directors.",1
108,llama-3.3-70b-versatile,noise_robustness,0.6,When will the TGL (Tech-Infused Golf League) season start?,The TGL (Tech-Infused Golf League) season will start in January 2024.,1
109,llama-3.3-70b-versatile,noise_robustness,0.6,Who is the director of BioShock movie?,The director of the BioShock movie is Francis Lawrence.,1
110,llama-3.3-70b-versatile,noise_robustness,0.6,What is the premiere date of New Amsterdam Season 5?,"The premiere date of New Amsterdam Season 5 is Tuesday, September 20, 2022, at 10 p.m. EDT on NBC.",1
111,llama-3.3-70b-versatile,noise_robustness,0.6,Who won the World Cup Final in 2022?,"Argentina won the World Cup Final in 2022, defeating France 4-2 on penalties after the match ended 3-3.",1
112,llama-3.3-70b-versatile,noise_robustness,0.6,Who is the chief meteorologist for KPLR-TV?,John Fuller is the chief meteorologist for KPLR-TV.,1
113,llama-3.3-70b-versatile,noise_robustness,0.6,Who is the new head of development at Riff Raff Entertainment?,Katie Sinclair is the new head of development at Riff Raff Entertainment.,1
114,llama-3.3-70b-versatile,noise_robustness,0.6,How much money did Texas Tech pay Marlene Stollings in the settlement?,"Texas Tech paid Marlene Stollings approximately $740,000 in the settlement.",1
115,llama-3.3-70b-versatile,noise_robustness,0.6,Who acquired a stake in FromSoftware?,"Tencent Holdings and Sony acquired a stake in FromSoftware, with Tencent acquiring 16.25% and Sony acquiring 14.09% of the company's shares.",1
116,llama-3.3-70b-versatile,noise_robustness,0.6,Who is the new Coach for The Voice Season 22?,"The new coach for The Voice Season 22 is Camila Cabello, who replaced Kelly Clarkson on the judges' panel.",1
117,llama-3.3-70b-versatile,noise_robustness,0.6,What was the unemployment rate in August 2022 in U.S.?,The unemployment rate in August 2022 in the U.S. was 3.7% (seasonally adjusted) and 3.8% (not seasonally adjusted).,1
118,llama-3.3-70b-versatile,noise_robustness,0.6,Who did Serena Williams lose to in her last match at the U.S. Open?,Serena Williams lost to Ajla Tomljanovic in her last match at the U.S. Open.,1
119,llama-3.3-70b-versatile,noise_robustness,0.6,How many people were injured in the shuttle van accident on Palisades Interstate Parkway?,"According to the document, 8 people were injured in the shuttle van accident on Palisades Interstate Parkway, with injuries ranging from severe head trauma to minor physical complaints.",1
120,llama-3.3-70b-versatile,noise_robustness,0.6,Who is the head coach of Virginia Tech football?,The head coach of Virginia Tech football is Brent Pry.,1
121,llama-3.3-70b-versatile,noise_robustness,0.6,How did Tanya Pardazi die?,Tanya Pardazi died in a skydiving accident at Skydive Toronto on the evening of August 27. She got into difficulty during her first solo dive after completing a skydiving course.,1
122,llama-3.3-70b-versatile,noise_robustness,0.6,Who was named interim coach for Nebraska's 2022 season?,Mickey Joseph was named the interim head coach for the remainder of Nebraska's 2022 season.,1
123,llama-3.3-70b-versatile,noise_robustness,0.6,What is the release date of Jackie Evancho's album Carousel of Time?,"The release date of Jackie Evancho's album Carousel of Time is September 9, 2022.",1
124,llama-3.3-70b-versatile,noise_robustness,0.6,Which companies are part of MATANA?,"The MATANA group is composed of six high-level technology companies: 

1. Microsoft Corporation (NASDAQ: MSFT)
2. Apple Inc (NASDAQ: AAPL)
3. Tesla Inc (NASDAQ: TSLA)
4. Alphabet Inc (NASDAQ: GOOGL)
5. Nvidia Corp (NASDAQ: NVDA)
6. Amazon.com Inc (NASDAQ: AMZN)",1
125,llama-3.3-70b-versatile,noise_robustness,0.6,Which animated series won the Emmy Award for Best Animated Program?,"The animated series ""Arcane"" won the Emmy Award for Best Animated Program.",1
126,llama-3.3-70b-versatile,noise_robustness,0.6,How many teams will be included in the expanded College Football Playoff?,The expanded College Football Playoff will include 12 teams.,1
127,llama-3.3-70b-versatile,noise_robustness,0.6,Which team will host nation Qatar play against in the opening match of the 2022 World Cup?,The host nation Qatar will play against Ecuador in the opening match of the 2022 World Cup.,1
128,llama-3.3-70b-versatile,noise_robustness,0.6,Where did Leonard Francis escape from?,Leonard Glenn Francis escaped from his home in the Torrey Highlands community of San Diego.,1
129,llama-3.3-70b-versatile,noise_robustness,0.6,When does the 2022 NFL Football Season begin?,"The 2022 NFL season begins on Thursday, September 8.",1
130,llama-3.3-70b-versatile,noise_robustness,0.6,When did Meta Connect take place?,"According to the document, Meta Connect took place on October 11. However, there are two different times mentioned for the event: 7 a.m. ET / 10 a.m. PT and 7 p.m. CEST / 1 p.m. EST. It is not clear which one is correct, but the date is confirmed as October 11.",1
131,llama-3.3-70b-versatile,noise_robustness,0.6,How much is the fine that Meta is facing for failing to safeguard children's information on Instagram?,"The fine that Meta is facing for failing to safeguard children's information on Instagram is 405 million euros, or approximately $401 million.",1
132,llama-3.3-70b-versatile,noise_robustness,0.6,When was Gotham Knights released?,"Gotham Knights was released on October 21, 2022.",1
133,llama-3.3-70b-versatile,noise_robustness,0.6,How did Bernard Shaw die?,"According to the document, Bernard Shaw died from pneumonia at the age of 82.",1
134,llama-3.3-70b-versatile,noise_robustness,0.6,When did Queen Elizabeth II die?,"Queen Elizabeth II died on September 8, 2022, at the age of 96, at her Balmoral estate in Scotland.",1
135,llama-3.3-70b-versatile,noise_robustness,0.6,Where did Queen Elizabeth II die?,"Queen Elizabeth II died at her Balmoral Castle, which is located in the Scottish Highlands.",1
136,llama-3.3-70b-versatile,noise_robustness,0.6,who did Alcaraz beat in U.S. Open 2022 Men's Semifinals?,Carlos Alcaraz beat Frances Tiafoe in the U.S. Open 2022 Men's Semifinals.,1
137,llama-3.3-70b-versatile,noise_robustness,0.6,when did king charles iii get crowned?,"King Charles III was crowned on May 6, 2023.",1
138,llama-3.3-70b-versatile,noise_robustness,0.6,"What is Trace Adkins' role in ""Monarch""?","Trace Adkins plays the role of Albie Roman, the reigning King of Country Music and husband of Dottie Cantrell Roman, in the Fox drama series ""Monarch"".",1
139,llama-3.3-70b-versatile,noise_robustness,0.6,When does the iPhone 14 Plus release?,"The iPhone 14 Plus was made available on October 7, 2022.",1
140,llama-3.3-70b-versatile,noise_robustness,0.6,Who stars as Susie Wallis in Susie Searches?,Kiersey Clemons stars as Susie Wallis in Susie Searches.,1
141,llama-3.3-70b-versatile,noise_robustness,0.6,What is the new product at Chick-fil-A in fall 2022?,"The new product at Chick-fil-A in fall 2022 is the Autumn Spice Milkshake, which is a drinkable dessert mixing rich flavors like cinnamon with crunchy bits of brown sugar cookies, made with Chick-fil-A Icedream, and topped off with whipped cream and a cherry. Additionally, the Grilled Spicy Deluxe Sandwich is also returning to the menu for a limited time.",1
142,llama-3.3-70b-versatile,noise_robustness,0.6,Which team will Kyle Busch join in 2023?,"Kyle Busch will join Richard Childress Racing (RCR) in 2023, driving the No. 8 Chevrolet.",1
143,llama-3.3-70b-versatile,noise_robustness,0.6,What is men's year-end No 1 in tennis in 2022?,"According to the document, the men's year-end No. 1 in tennis in 2022 is Carlos Alcaraz, who spent 16 weeks and counting ranked as No. 1 with 6820 points.",1
144,llama-3.3-70b-versatile,noise_robustness,0.6,Who was playing Lex Luthor in Titans?,Titus Welliver was playing Lex Luthor in the HBO Max superhero series Titans.,1
