exp_id,timestamp,domain,status,embedder,chunk_config,gen_model,judge_model,retrieval,rerank,context_order,k_retrieve,k_final,seed,n_examples,context_relevance,context_utilization,completeness,adherence,ref_context_relevance,ref_context_utilization,ref_completeness,ref_adherence,context_relevance_rmse,context_utilization_rmse,completeness_rmse,adherence_rmse,context_relevance_mae,context_utilization_mae,completeness_mae,adherence_mae,adherence_auroc,adherence_accuracy,adherence_pos_rate,n_gold_adherence,judge_used,runtime_sec
FIN-026,2026-08-06T06:08:43Z,finance,report-grade,finbert,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,12,5,42,25,0.276,0.226,0.6267,0.8513,0.0671,0.0569,0.88,0.84,0.2985,0.2722,0.5142,0.3803,0.2304,0.1967,0.3333,0.2287,0.6429,0.8,0.84,25,0.8,927.5
FIN-027,2026-08-06T06:22:12Z,finance,report-grade,finbert,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,12,5,42,25,0.316,0.232,0.64,0.81,0.0671,0.0569,0.88,0.84,0.3243,0.2652,0.4922,0.4537,0.2603,0.1938,0.32,0.2967,0.5,0.68,0.84,25,0.88,806.7
FIN-028,2026-08-06T06:38:33Z,finance,report-grade,finbert,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,12,5,42,25,0.38,0.288,0.6533,0.8432,0.0671,0.0569,0.88,0.84,0.375,0.3369,0.5457,0.4552,0.3214,0.2515,0.36,0.2946,0.369,0.68,0.84,25,0.88,977.3
FIN-029,2026-08-06T06:56:51Z,finance,report-grade,finbert,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,12,5,42,25,0.338,0.234,0.6667,0.8833,0.0671,0.0569,0.88,0.84,0.343,0.2608,0.5963,0.3804,0.2823,0.197,0.4133,0.2167,0.6012,0.84,0.84,25,0.88,1095.4
FIN-030,2026-08-06T07:11:44Z,finance,report-grade,finbert,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,12,5,42,25,0.398,0.306,0.7,0.8362,0.0671,0.0569,0.88,0.84,0.3818,0.347,0.5323,0.465,0.3349,0.265,0.34,0.2838,0.4702,0.72,0.84,25,0.92,889.5
FIN-032,2026-08-06T07:33:25Z,finance,report-grade,finbert,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,12,5,42,25,0.324,0.218,0.5667,0.9383,0.0671,0.0569,0.88,0.84,0.3448,0.2707,0.5783,0.3531,0.274,0.1901,0.3933,0.1569,0.7024,0.88,0.84,25,0.84,903.0
FIN-033,2026-08-06T07:38:20Z,finance,report-grade,finbert,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,12,5,42,25,0.374,0.242,0.6067,0.7117,0.0671,0.0569,0.88,0.84,0.3587,0.2745,0.5153,0.5853,0.31,0.2001,0.3533,0.4183,0.369,0.52,0.84,25,0.96,291.9
FIN-034,2026-08-06T07:38:43Z,finance,report-grade,finbert,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,12,5,42,25,0.38,0.288,0.6533,0.8432,0.0671,0.0569,0.88,0.84,0.375,0.3369,0.5457,0.4552,0.3214,0.2515,0.36,0.2946,0.369,0.68,0.84,25,0.88,19.2
FIN-035,2026-08-06T07:39:05Z,finance,report-grade,finbert,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,12,5,42,25,0.338,0.234,0.6667,0.8833,0.0671,0.0569,0.88,0.84,0.343,0.2608,0.5963,0.3804,0.2823,0.197,0.4133,0.2167,0.6012,0.84,0.84,25,0.88,19.0
FIN-036,2026-08-06T07:39:28Z,finance,report-grade,finbert,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,12,5,42,25,0.398,0.306,0.7,0.8362,0.0671,0.0569,0.88,0.84,0.3818,0.347,0.5323,0.465,0.3349,0.265,0.34,0.2838,0.4702,0.72,0.84,25,0.92,20.3
FIN-037,2026-08-06T07:56:24Z,finance,report-grade,finbert,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,12,5,42,25,0.0882,0.0685,0.7633,0.7772,0.0671,0.0569,0.88,0.84,0.0773,0.0563,0.5036,0.5448,0.0376,0.032,0.3167,0.3828,0.2143,0.6,0.84,25,0.92,897.7
FIN-038,2026-08-06T08:12:30Z,finance,report-grade,finbert,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,12,5,42,25,0.106,0.1099,0.7582,0.876,0.0671,0.0569,0.88,0.84,0.0852,0.2003,0.4539,0.4432,0.049,0.0731,0.2951,0.236,0.5417,0.72,0.84,25,0.92,962.4
FIN-039,2026-08-06T08:36:17Z,finance,report-grade,finbert,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,12,5,42,25,0.1088,0.0696,0.7133,0.7703,0.0671,0.0569,0.88,0.84,0.1023,0.0612,0.511,0.4651,0.0596,0.0376,0.3267,0.3217,0.4881,0.68,0.84,25,0.92,1423.9
FIN-040,2026-08-06T08:55:53Z,finance,report-grade,finbert,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,12,5,42,25,0.1048,0.0874,0.8467,0.8579,0.0671,0.0569,0.88,0.84,0.0873,0.0831,0.3145,0.4692,0.0478,0.0439,0.1533,0.3021,0.2857,0.68,0.84,25,0.96,1173.5
FIN-041,2026-08-06T09:12:13Z,finance,report-grade,finbert,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,12,5,42,25,0.0953,0.067,0.6356,0.8407,0.0671,0.0569,0.88,0.84,0.0697,0.0787,0.5317,0.4021,0.0415,0.0441,0.3378,0.2513,0.5714,0.76,0.84,25,0.8,976.8
FIN-042,2026-08-06T09:29:10Z,finance,report-grade,finbert,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,12,5,42,25,0.0913,0.0751,0.8333,0.8173,0.0671,0.0569,0.88,0.84,0.0627,0.0594,0.4256,0.4636,0.0404,0.0345,0.2467,0.2947,0.4524,0.72,0.84,25,0.96,1013.8
FIN-043,2026-08-06T09:43:55Z,finance,report-grade,finbert,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,12,5,42,25,0.0915,0.0774,0.8367,0.7638,0.0671,0.0569,0.88,0.84,0.0591,0.056,0.3775,0.4915,0.0437,0.0355,0.2233,0.3429,0.4048,0.6,0.84,25,0.84,882.3
FIN-044,2026-08-06T10:04:22Z,finance,report-grade,finbert,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,12,5,42,25,0.0879,0.0569,0.6893,0.8274,0.0671,0.0569,0.88,0.84,0.0607,0.0333,0.5011,0.4616,0.0371,0.0239,0.324,0.2834,0.4702,0.68,0.84,25,0.88,1224.0
FIN-045,2026-08-06T10:17:49Z,finance,report-grade,finbert,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,12,5,42,25,0.0884,0.065,0.7367,0.7003,0.0671,0.0569,0.88,0.84,0.0574,0.0617,0.5326,0.489,0.0358,0.0364,0.3367,0.3297,0.5714,0.68,0.84,25,0.88,803.6
FIN-046,2026-08-06T10:18:12Z,finance,report-grade,finbert,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,12,5,42,25,0.1048,0.0874,0.8467,0.8579,0.0671,0.0569,0.88,0.84,0.0873,0.0831,0.3145,0.4692,0.0478,0.0439,0.1533,0.3021,0.2857,0.68,0.84,25,0.96,20.4
FIN-047,2026-08-06T10:18:34Z,finance,report-grade,finbert,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,12,5,42,25,0.0953,0.067,0.6356,0.8407,0.0671,0.0569,0.88,0.84,0.0697,0.0787,0.5317,0.4021,0.0415,0.0441,0.3378,0.2513,0.5714,0.76,0.84,25,0.8,18.1
FIN-048,2026-08-06T10:18:58Z,finance,report-grade,finbert,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,12,5,42,25,0.0913,0.0751,0.8333,0.8173,0.0671,0.0569,0.88,0.84,0.0627,0.0594,0.4256,0.4636,0.0404,0.0345,0.2467,0.2947,0.4524,0.72,0.84,25,0.96,21.6
FIN-049,2026-08-06T15:11:31Z,finance,report-grade,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,12,5,42,25,0.104,0.0859,0.7667,0.7055,0.0671,0.0569,0.88,0.84,0.0745,0.0877,0.393,0.4817,0.044,0.0516,0.1933,0.3211,0.5774,0.64,0.84,25,0.8,481.3
FIN-050,2026-08-06T15:21:42Z,finance,report-grade,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,12,5,42,25,0.0844,0.0704,0.8033,0.7844,0.0671,0.0569,0.88,0.84,0.0573,0.0604,0.4362,0.4348,0.0354,0.0353,0.2567,0.2899,0.5952,0.8,0.84,25,0.88,607.6
FIN-051,2026-08-06T15:28:58Z,finance,report-grade,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,12,5,42,25,0.0953,0.0717,0.76,0.8337,0.0671,0.0569,0.88,0.84,0.0602,0.039,0.457,0.4681,0.0407,0.0268,0.32,0.3148,0.3274,0.64,0.84,25,0.96,433.2
FIN-052,2026-08-06T15:31:14Z,finance,report-grade,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,12,5,42,25,0.0985,0.0832,0.844,0.8242,0.0671,0.0569,0.88,0.84,0.074,0.0723,0.3405,0.4597,0.0417,0.0374,0.164,0.2825,0.4702,0.72,0.84,25,0.88,133.0
FIN-053,2026-08-06T15:31:35Z,finance,report-grade,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,12,5,42,25,0.0775,0.063,0.78,0.8024,0.0671,0.0569,0.88,0.84,0.0591,0.0601,0.4583,0.4396,0.0346,0.0352,0.26,0.2852,0.5536,0.76,0.84,25,0.92,17.8
FIN-054,2026-08-06T15:31:55Z,finance,report-grade,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,12,5,42,25,0.1268,0.0633,0.66,0.8237,0.0671,0.0569,0.88,0.84,0.1018,0.0406,0.5022,0.4966,0.0648,0.0285,0.34,0.3248,0.3571,0.64,0.84,25,0.96,17.5
FIN-055,2026-08-06T15:31:59Z,finance,report-grade,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,12,5,42,25,0.103,0.0886,0.7973,0.7535,0.0671,0.0569,0.88,0.84,0.0759,0.0866,0.3702,0.5201,0.047,0.049,0.1707,0.3531,0.4107,0.6,0.84,25,0.8,0.2
FIN-056,2026-08-06T15:32:02Z,finance,report-grade,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,12,5,42,25,0.0786,0.0668,0.8333,0.7391,0.0671,0.0569,0.88,0.84,0.0593,0.0604,0.4333,0.4952,0.0355,0.0355,0.2467,0.3485,0.4881,0.68,0.84,25,0.92,0.1
FIN-057,2026-08-06T15:32:05Z,finance,report-grade,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,12,5,42,25,0.1164,0.0709,0.7333,0.8077,0.0671,0.0569,0.88,0.84,0.0933,0.041,0.4321,0.4827,0.0555,0.028,0.3067,0.3408,0.2976,0.6,0.84,25,0.96,0.1
FIN-058,2026-08-06T15:32:25Z,finance,report-grade,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,12,5,42,25,0.0985,0.0832,0.844,0.8242,0.0671,0.0569,0.88,0.84,0.074,0.0723,0.3405,0.4597,0.0417,0.0374,0.164,0.2825,0.4702,0.72,0.84,25,0.88,17.6
FIN-059,2026-08-06T15:32:47Z,finance,report-grade,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,12,5,42,25,0.0775,0.063,0.78,0.8024,0.0671,0.0569,0.88,0.84,0.0591,0.0601,0.4583,0.4396,0.0346,0.0352,0.26,0.2852,0.5536,0.76,0.84,25,0.92,18.1
FIN-060,2026-08-06T15:33:08Z,finance,report-grade,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,12,5,42,25,0.1268,0.0633,0.66,0.8237,0.0671,0.0569,0.88,0.84,0.1018,0.0406,0.5022,0.4966,0.0648,0.0285,0.34,0.3248,0.3571,0.64,0.84,25,0.96,17.9
FIN-061,2026-08-06T15:56:21Z,finance,report-grade,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,12,5,42,25,0.1333,0.0992,0.67,0.8276,0.0671,0.0569,0.88,0.84,0.1395,0.1266,0.5305,0.4631,0.0808,0.0621,0.3433,0.29,0.4405,0.72,0.84,25,0.84,1332.6
FIN-062,2026-08-06T16:20:57Z,finance,LOW_JUDGE_COVERAGE,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,12,5,42,25,0.1642,0.1296,0.5967,0.7317,0.0671,0.0569,0.88,0.84,0.1863,0.1857,0.5974,0.5511,0.1067,0.103,0.4033,0.375,0.4107,0.56,0.84,25,0.72,1473.0
FIN-063,2026-08-06T16:49:56Z,finance,report-grade,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,12,5,42,25,0.1483,0.1149,0.7,0.7876,0.0671,0.0569,0.88,0.84,0.1488,0.1346,0.5,0.4528,0.0927,0.0713,0.3,0.2886,0.5595,0.68,0.84,25,0.8,1736.7
FIN-064,2026-08-06T16:52:57Z,finance,report-grade,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,12,5,42,25,0.1626,0.137,0.8967,0.8483,0.0671,0.0569,0.88,0.84,0.1647,0.1506,0.3354,0.4224,0.1016,0.0833,0.1967,0.2583,0.4821,0.72,0.84,25,0.96,177.9
FIN-065,2026-08-06T17:00:39Z,finance,report-grade,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,12,5,42,25,0.176,0.086,0.6067,0.8563,0.0671,0.0569,0.88,0.84,0.2168,0.1165,0.5802,0.4522,0.1176,0.0556,0.3933,0.2663,0.4583,0.64,0.84,25,0.88,458.6
FIN-066,2026-08-06T17:08:11Z,finance,report-grade,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,12,5,42,25,0.1639,0.111,0.76,0.8371,0.0671,0.0569,0.88,0.84,0.2101,0.1276,0.4899,0.4315,0.1083,0.0728,0.28,0.2771,0.4643,0.72,0.84,25,0.88,448.8
FIN-067,2026-08-06T17:16:38Z,finance,report-grade,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,12,5,42,25,0.1661,0.1051,0.7367,0.8229,0.0671,0.0569,0.88,0.84,0.2173,0.1389,0.5069,0.4704,0.1059,0.0711,0.3033,0.3105,0.3869,0.68,0.84,25,0.88,503.9
FIN-068,2026-08-06T17:31:03Z,finance,report-grade,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,12,5,42,25,0.146,0.056,0.5833,0.8613,0.0671,0.0569,0.88,0.84,0.1771,0.046,0.5747,0.4406,0.0819,0.0353,0.3767,0.2507,0.4881,0.76,0.84,25,0.96,862.3
FIN-069,2026-08-06T17:45:29Z,finance,report-grade,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,12,5,42,25,0.2036,0.1042,0.7733,0.9355,0.0671,0.0569,0.88,0.84,0.2488,0.1295,0.4137,0.3818,0.1388,0.063,0.2267,0.1822,0.5714,0.84,0.84,25,0.92,863.1
FIN-070,2026-08-06T17:46:00Z,finance,report-grade,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,12,5,42,25,0.1626,0.137,0.8967,0.8483,0.0671,0.0569,0.88,0.84,0.1647,0.1506,0.3354,0.4224,0.1016,0.0833,0.1967,0.2583,0.4821,0.72,0.84,25,0.96,27.6
FIN-071,2026-08-06T17:46:29Z,finance,report-grade,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,12,5,42,25,0.176,0.086,0.6067,0.8563,0.0671,0.0569,0.88,0.84,0.2168,0.1165,0.5802,0.4522,0.1176,0.0556,0.3933,0.2663,0.4583,0.64,0.84,25,0.88,26.6
FIN-072,2026-08-06T17:46:59Z,finance,report-grade,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,12,5,42,25,0.1639,0.111,0.76,0.8371,0.0671,0.0569,0.88,0.84,0.2101,0.1276,0.4899,0.4315,0.1083,0.0728,0.28,0.2771,0.4643,0.72,0.84,25,0.88,26.3
