Experiment ID,Judge Model,Embedding Model,Chunking Strategy,Generator LLM,Retrieval Method,Re-ranking Method,Context Ordering,TRACe Context Relevance ↑,TRACe Context Utilization ↑,TRACe Completeness ↑,TRACe Adherence ↑,Valid_Judge_response,Context Relevance RMSE ↓,Context Utilization RMSE ↓,Completeness RMSE ↓,Adherence AUROC ↑
FIN-072,openai/gpt-oss-120b,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,hybrid,cross_encoder,sides,0.164,0.111,0.76,0.837,22/25,0.2101,0.1276,0.4899,0.4643
FIN-017,openai/gpt-oss-120b,finbert,sentence_4o1,llama-3.3-70b-versatile,dense,cross_encoder,reverse,0.157,0.086,0.587,0.856,21/25,0.2066,0.1165,0.5715,0.4583
FIN-023,openai/gpt-oss-120b,finbert,sentence_4o1,llama-3.3-70b-versatile,hybrid,cross_encoder,reverse,0.178,0.086,0.587,0.856,21/25,0.2168,0.1165,0.5715,0.4583
FIN-065,openai/gpt-oss-120b,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,dense,cross_encoder,reverse,0.176,0.086,0.607,0.856,22/25,0.2168,0.1165,0.5802,0.4583
FIN-071,openai/gpt-oss-120b,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,hybrid,cross_encoder,reverse,0.176,0.086,0.607,0.856,22/25,0.2168,0.1165,0.5802,0.4583
FIN-080,openai/gpt-oss-120b,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,hybrid,none,reverse,0.346,0.282,0.653,0.826,21/25,0.3507,0.3458,0.5812,0.4583
FIN-042,openai/gpt-oss-120b,finbert,large_sem_1100,llama-3.3-70b-versatile,dense,cross_encoder,sides,0.091,0.075,0.833,0.817,24/25,0.0627,0.0594,0.4256,0.4524
FIN-048,openai/gpt-oss-120b,finbert,large_sem_1100,llama-3.3-70b-versatile,hybrid,cross_encoder,sides,0.091,0.075,0.833,0.817,24/25,0.0627,0.0594,0.4256,0.4524
FIN-090,openai/gpt-oss-120b,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,dense,cross_encoder,sides,0.091,0.075,0.833,0.817,24/25,0.0627,0.0594,0.4256,0.4524
FIN-096,openai/gpt-oss-120b,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,hybrid,cross_encoder,sides,0.091,0.075,0.833,0.817,24/25,0.0627,0.0594,0.4256,0.4524
FIN-075,openai/gpt-oss-120b,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,dense,none,sides,0.346,0.259,0.75,0.785,177/200,0.3298,0.2621,0.4553,0.4492
FIN-031,openai/gpt-oss-120b,finbert,fixed_150w,llama-3.3-70b-versatile,hybrid,none,forward,0.334,0.264,0.749,0.825,179/200,0.3275,0.2815,0.4496,0.448
FIN-061,openai/gpt-oss-120b,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,dense,none,forward,0.133,0.099,0.67,0.828,21/25,0.1395,0.1266,0.5305,0.4405
FIN-008,openai/gpt-oss-120b,finbert,whole_doc,llama-3.3-70b-versatile,hybrid,none,reverse,0.073,0.063,0.747,0.732,22/25,0.0276,0.0601,0.4989,0.4345
FIN-092,openai/gpt-oss-120b,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,hybrid,none,reverse,0.103,0.075,0.783,0.823,21/25,0.0721,0.0615,0.4082,0.4286
FIN-093,openai/gpt-oss-120b,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,hybrid,none,sides,0.106,0.071,0.71,0.789,22/25,0.0887,0.0622,0.4388,0.4167
FIN-055,openai/gpt-oss-120b,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,hybrid,none,forward,0.103,0.089,0.797,0.754,20/25,0.0759,0.0866,0.3702,0.4107
FIN-074,openai/gpt-oss-120b,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,dense,none,reverse,0.37,0.306,0.66,0.834,22/25,0.3612,0.3664,0.5568,0.4107
FIN-091,openai/gpt-oss-120b,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,hybrid,none,forward,0.097,0.064,0.747,0.786,23/25,0.0779,0.0418,0.3859,0.4107
FIN-002,openai/gpt-oss-120b,finbert,whole_doc,llama-3.3-70b-versatile,dense,none,reverse,0.075,0.08,0.773,0.697,21/25,0.0297,0.0796,0.5077,0.4048
FIN-043,openai/gpt-oss-120b,finbert,large_sem_1100,llama-3.3-70b-versatile,hybrid,none,forward,0.092,0.077,0.837,0.764,21/25,0.0591,0.056,0.3775,0.4048
FIN-067,openai/gpt-oss-120b,bge-small-en-v1.5,sentence_4o1,llama-3.3-70b-versatile,hybrid,none,forward,0.166,0.105,0.737,0.823,22/25,0.2173,0.1389,0.5069,0.3869
FIN-073,openai/gpt-oss-120b,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,dense,none,forward,0.364,0.248,0.553,0.83,20/25,0.3804,0.3115,0.654,0.381
FIN-028,openai/gpt-oss-120b,finbert,fixed_150w,llama-3.3-70b-versatile,dense,cross_encoder,forward,0.38,0.288,0.653,0.843,22/25,0.375,0.3369,0.5457,0.369
FIN-033,openai/gpt-oss-120b,finbert,fixed_150w,llama-3.3-70b-versatile,hybrid,none,sides,0.374,0.242,0.607,0.712,24/25,0.3587,0.2745,0.5153,0.369
FIN-034,openai/gpt-oss-120b,finbert,fixed_150w,llama-3.3-70b-versatile,hybrid,cross_encoder,forward,0.38,0.288,0.653,0.843,22/25,0.375,0.3369,0.5457,0.369
FIN-076,openai/gpt-oss-120b,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,dense,cross_encoder,forward,0.38,0.288,0.653,0.843,22/25,0.375,0.3369,0.5457,0.369
FIN-082,openai/gpt-oss-120b,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,hybrid,cross_encoder,forward,0.38,0.288,0.653,0.843,22/25,0.375,0.3369,0.5457,0.369
FIN-006,openai/gpt-oss-120b,finbert,whole_doc,llama-3.3-70b-versatile,dense,cross_encoder,sides,0.127,0.063,0.66,0.824,24/25,0.1018,0.0406,0.5022,0.3571
FIN-012,openai/gpt-oss-120b,finbert,whole_doc,llama-3.3-70b-versatile,hybrid,cross_encoder,sides,0.127,0.063,0.66,0.824,24/25,0.1018,0.0406,0.5022,0.3571
FIN-054,openai/gpt-oss-120b,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,dense,cross_encoder,sides,0.127,0.063,0.66,0.824,24/25,0.1018,0.0406,0.5022,0.3571
FIN-060,openai/gpt-oss-120b,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,hybrid,cross_encoder,sides,0.127,0.063,0.66,0.824,24/25,0.1018,0.0406,0.5022,0.3571
FIN-079,openai/gpt-oss-120b,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,hybrid,none,forward,0.404,0.304,0.72,0.809,24/25,0.3747,0.335,0.4989,0.3571
FIN-007,openai/gpt-oss-120b,finbert,whole_doc,llama-3.3-70b-versatile,hybrid,none,forward,0.118,0.068,0.733,0.79,24/25,0.0956,0.0457,0.3972,0.3333
FIN-015,openai/gpt-oss-120b,finbert,sentence_4o1,llama-3.3-70b-versatile,dense,none,sides,0.167,0.092,0.673,0.861,22/25,0.206,0.1019,0.5175,0.3333
FIN-051,openai/gpt-oss-120b,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,dense,none,sides,0.095,0.072,0.76,0.834,24/25,0.0602,0.039,0.457,0.3274
FIN-085,openai/gpt-oss-120b,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,dense,none,forward,0.115,0.102,0.893,0.74,23/25,0.1105,0.1053,0.3018,0.3274
FIN-057,openai/gpt-oss-120b,bge-small-en-v1.5,whole_doc,llama-3.3-70b-versatile,hybrid,none,sides,0.116,0.071,0.733,0.808,24/25,0.0933,0.041,0.4321,0.2976
FIN-040,openai/gpt-oss-120b,finbert,large_sem_1100,llama-3.3-70b-versatile,dense,cross_encoder,forward,0.105,0.087,0.847,0.858,24/25,0.0873,0.0831,0.3145,0.2857
FIN-046,openai/gpt-oss-120b,finbert,large_sem_1100,llama-3.3-70b-versatile,hybrid,cross_encoder,forward,0.105,0.087,0.847,0.858,24/25,0.0873,0.0831,0.3145,0.2857
FIN-081,openai/gpt-oss-120b,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,hybrid,none,sides,0.366,0.282,0.607,0.85,20/25,0.3646,0.3439,0.6209,0.2857
FIN-088,openai/gpt-oss-120b,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,dense,cross_encoder,forward,0.102,0.087,0.873,0.846,25/25,0.0875,0.0831,0.3283,0.2857
FIN-094,openai/gpt-oss-120b,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,hybrid,cross_encoder,forward,0.102,0.087,0.873,0.846,25/25,0.0875,0.0831,0.3283,0.2857
FIN-001,openai/gpt-oss-120b,finbert,whole_doc,llama-3.3-70b-versatile,dense,none,forward,0.113,0.064,0.66,0.756,22/25,0.0967,0.0462,0.5066,0.244
FIN-037,openai/gpt-oss-120b,finbert,large_sem_1100,llama-3.3-70b-versatile,dense,none,forward,0.088,0.068,0.763,0.777,23/25,0.0773,0.0563,0.5036,0.2143
